"","perl_cutting_edge_programming_language","perl_encouraged_at_workplace","perl_good_language_for_startup","perl_easy_to_maintain","perl_code_scales_well","management_encourages_perl_for_new_projects","management_views_perl_as_cutting_edge","management_views_perl_as_easy_to_maintain","management_thinks_perl_scales_well","perl_good_first_programming_language","perl_good_tool_for_beginners","perl_good_tool_early_career_programmers","perl_good_tool_experienced_programmers","perl_good_tool_system_administrators","perl_good_tool_network_engineers","perl_good_tool_embedded_systems_programmers","perl_good_tool_applications_programmers"
"3584",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3585",5,4,3,3,4,4,2,2,2,2,2,2,6,7,7,1,1
"3586",6,3,6,6,6,3,3,3,5,NA,5,6,6,7,7,1,6
"3587",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3588",1,4,4,5,5,2,2,2,3,5,5,5,6,7,6,1,1
"3589",4,3,4,4,4,3,3,3,4,4,4,6,6,7,7,4,5
"3590",6,6,6,6,5,6,5,6,1,6,6,6,6,1,1,1,6
"3591",6,3,5,6,1,3,3,1,1,6,7,7,7,7,7,1,6
"3592",6,6,1,4,1,6,5,3,1,7,7,7,7,6,6,1,1
"3593",3,7,4,2,7,1,1,1,1,3,3,5,7,7,7,7,4
"3594",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3595",7,7,7,6,7,6,5,3,5,4,4,4,7,7,7,5,7
"3596",3,6,4,5,6,6,3,5,6,4,4,4,6,6,6,3,6
"3597",5,7,7,6,6,7,6,6,6,7,7,7,7,7,7,6,7
"3598",5,7,7,7,7,6,6,6,6,7,7,7,7,7,7,1,6
"3599",3,3,3,6,2,1,1,1,1,2,2,2,6,7,5,2,3
"3600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3601",6,2,4,6,6,1,2,3,3,3,4,5,6,7,5,4,4
"3602",6,1,6,6,6,1,1,1,1,5,5,5,7,7,1,1,6
"3603",6,NA,5,5,1,5,5,5,5,6,6,6,5,7,6,5,5
"3604",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3605",6,5,4,5,6,5,3,3,3,3,3,3,7,7,6,5,6
"3606",5,1,5,6,6,1,1,1,1,4,6,6,6,6,6,4,6
"3607",NA,5,NA,3,3,4,1,1,1,2,2,2,6,6,1,1,5
"3608",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3609",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3610",5,6,5,6,6,4,4,4,4,5,5,7,7,7,7,7,7
"3611",6,7,5,6,7,5,4,3,4,4,4,4,6,7,7,1,7
"3612",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3613",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3614",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3615",7,6,6,7,7,6,6,6,6,6,6,7,7,7,7,6,5
"3616",6,7,6,5,5,7,6,5,5,5,4,5,6,6,6,4,6
"3617",5,6,3,6,5,6,5,6,5,5,5,5,7,6,6,3,6
"3618",6,7,6,6,6,7,6,6,6,6,6,6,6,6,6,3,5
"3619",3,6,4,5,7,3,5,6,7,4,6,7,7,7,1,1,1
"3620",5,7,6,6,5,5,5,5,5,5,6,7,7,7,7,1,6
"3621",6,4,6,6,6,3,3,3,3,7,6,6,7,6,6,6,6
"3622",3,5,4,5,5,6,3,5,5,4,5,5,6,6,5,5,6
"3623",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3624",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3625",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3626",6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
"3627",6,6,6,6,6,5,4,5,5,7,7,7,7,7,7,4,5
"3628",5,1,5,4,6,1,1,1,1,4,4,5,6,6,1,2,4
"3629",5,5,5,5,4,3,3,3,3,6,6,6,6,6,1,1,6
"3630",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3631",7,6,5,5,6,3,2,2,5,4,4,5,7,7,7,1,6
"3632",7,3,7,7,7,3,2,3,3,7,7,7,7,7,7,3,7
"3633",3,5,3,2,5,5,6,5,5,4,4,4,5,6,6,3,5
"3634",5,6,6,4,2,2,3,2,3,6,4,3,5,7,7,7,4
"3635",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3636",4,6,4,3,1,4,1,1,1,4,3,6,7,7,7,1,1
"3637",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3638",5,7,7,5,5,7,5,5,5,4,4,5,6,7,7,1,6
"3639",4,3,4,2,1,3,1,2,1,4,5,4,3,6,1,3,4
"3640",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3641",6,5,6,6,5,4,4,4,4,7,6,6,6,6,5,2,2
"3642",5,5,6,6,6,5,5,5,5,6,6,6,6,6,6,6,5
"3643",4,6,6,5,6,6,4,5,5,4,4,5,5,6,5,4,6
"3644",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3645",6,1,6,6,1,1,1,1,1,6,6,6,7,7,7,1,6
"3646",7,2,7,7,7,2,2,2,2,2,2,7,7,7,7,7,7
"3647",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3648",6,1,6,6,6,1,1,1,1,7,6,6,6,4,4,5,3
"3649",7,7,3,5,6,6,3,5,3,3,3,3,6,7,7,3,5
"3650",4,1,7,6,1,1,1,1,1,4,3,5,6,7,7,1,1
"3651",7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,3,6
"3652",7,6,2,6,6,7,6,6,6,2,2,5,7,7,7,7,7
"3653",5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3654",7,7,7,7,7,5,4,4,4,6,7,6,7,7,7,3,4
"3655",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3656",7,3,7,6,6,3,4,4,3,7,7,7,7,7,6,5,6
"3657",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3658",4,7,6,6,6,7,5,6,6,5,5,5,6,6,6,5,6
"3659",5,6,6,4,4,1,6,5,5,6,4,4,6,6,5,5,6
"3660",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3661",6,7,7,7,7,7,4,6,6,4,4,4,7,1,1,1,7
"3662",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3663",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3664",4,7,3,2,2,4,4,5,5,2,3,4,5,6,7,3,2
"3665",5,6,5,5,5,6,5,5,6,5,5,5,7,7,6,4,6
"3666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3667",6,6,5,4,5,4,4,4,4,4,4,5,6,7,6,4,5
"3668",5,6,3,2,4,5,5,6,5,3,3,3,3,4,4,4,4
"3669",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3670",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3671",4,4,4,6,4,4,4,4,4,4,4,5,5,7,5,5,7
"3672",4,4,6,4,6,4,2,1,1,6,6,6,7,7,6,1,4
"3673",6,1,7,6,7,1,1,1,1,6,6,6,7,7,7,6,6
"3674",6,5,5,6,6,4,4,1,1,6,6,6,6,7,7,1,6
"3675",7,6,5,5,6,5,4,3,4,3,3,5,7,6,6,1,7
"3676",1,2,2,4,6,2,1,2,5,2,2,2,7,7,1,1,1
"3677",4,3,2,5,5,1,1,1,1,2,2,4,6,7,7,1,4
"3678",5,6,5,5,4,4,4,5,4,3,3,3,6,6,6,1,1
"3679",6,2,6,6,6,2,1,1,1,6,6,6,7,7,7,1,6
"3680",6,7,5,6,5,1,1,1,1,5,5,5,5,7,5,1,1
"3681",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3682",4,5,1,2,2,4,2,4,2,7,7,5,6,7,7,3,4
"3683",4,5,4,4,5,5,3,3,3,5,5,4,6,7,7,5,5
"3684",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3685",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3686",5,1,6,5,6,1,1,1,1,4,4,6,7,7,7,5,6
"3687",6,1,6,5,1,1,1,1,1,5,5,5,6,6,5,5,6
"3688",6,5,5,6,1,7,1,1,1,5,5,6,7,7,1,1,6
"3689",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3690",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3691",5,5,5,6,NA,1,1,1,1,3,3,6,6,6,1,1,5
"3692",6,6,7,5,5,5,4,1,1,6,5,6,7,7,6,3,5
"3693",7,7,6,7,7,7,6,6,6,6,6,6,7,7,7,3,6
"3694",3,6,2,3,3,6,3,3,3,3,3,3,5,6,6,2,5
"3695",3,2,3,3,3,2,2,2,2,4,5,4,6,7,7,2,5
"3696",3,3,3,4,4,3,2,2,4,5,5,6,7,7,7,1,5
"3697",7,1,5,4,6,1,1,1,1,4,4,5,6,7,6,4,6
"3698",6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"3699",6,4,5,6,3,4,3,3,3,5,NA,5,7,7,7,5,5
"3700",6,2,5,5,5,2,2,2,6,6,6,6,6,6,6,4,5
"3701",5,3,3,5,5,3,3,3,3,3,3,3,6,6,6,5,5
"3702",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3703",NA,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3704",6,4,6,5,6,3,5,3,3,7,7,5,6,7,6,1,3
"3705",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3706",3,2,2,3,4,2,2,2,2,2,2,2,3,5,3,3,3
"3707",5,5,5,4,5,5,3,3,3,5,5,4,6,6,6,4,5
"3708",5,3,2,4,6,2,1,1,1,2,2,2,6,6,5,5,3
"3709",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3710",6,5,7,7,7,5,5,5,5,3,3,NA,7,7,7,7,7
"3711",4,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3712",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3713",2,7,3,3,3,6,1,3,3,2,2,2,2,5,5,3,2
"3714",5,7,7,7,7,7,5,7,7,6,5,6,7,7,7,6,5
"3715",6,7,7,6,5,1,1,1,1,5,5,6,7,6,6,1,7
"3716",6,7,5,6,5,7,6,6,6,5,5,6,6,7,5,4,7
"3717",5,4,5,4,5,3,3,3,3,4,4,5,7,7,7,5,6
"3718",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3719",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3720",4,3,4,4,3,3,2,2,1,5,6,6,6,7,7,1,6
"3721",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3722",5,7,6,4,6,7,3,4,4,3,5,6,7,7,6,2,5
"3723",3,5,6,5,4,3,3,2,2,6,6,6,5,6,6,2,2
"3724",7,2,7,7,7,2,2,2,2,2,2,4,7,7,7,2,6
"3725",4,3,5,5,1,3,3,6,1,4,5,5,6,6,6,6,3
"3726",5,7,6,6,4,7,5,6,6,6,6,6,6,6,6,1,6
"3727",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3728",7,5,NA,7,7,5,4,5,5,7,7,7,7,7,7,1,7
"3729",7,6,7,7,7,1,1,1,1,6,3,1,7,7,7,4,4
"3730",6,4,6,5,6,4,4,5,5,6,6,6,6,6,6,5,5
"3731",6,5,6,6,6,5,4,6,5,6,6,6,6,7,6,1,5
"3732",5,1,5,1,5,1,1,1,1,4,4,1,7,7,1,1,1
"3733",5,4,6,6,6,5,4,4,5,4,6,6,7,6,6,4,6
"3734",6,1,3,4,1,1,1,1,1,2,2,3,6,5,5,3,4
"3735",5,3,6,6,6,2,3,3,3,6,6,6,6,7,7,1,7
"3736",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3737",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3738",6,7,5,6,6,7,6,6,6,2,5,6,6,6,6,1,1
"3739",6,7,4,4,5,6,1,4,4,3,3,4,5,6,6,2,6
"3740",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3741",5,7,6,6,6,7,6,6,6,3,3,6,7,7,7,1,7
"3742",6,7,6,5,5,7,6,5,5,4,5,6,7,7,7,1,5
"3743",1,5,4,3,4,3,3,5,5,5,5,5,NA,7,7,3,4
"3744",6,7,6,6,6,7,6,5,6,5,5,6,6,7,6,1,6
"3745",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3746",7,4,7,7,7,4,4,1,1,6,6,6,6,7,7,5,7
"3747",6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6
"3748",1,6,1,4,1,1,1,1,1,3,3,1,7,5,5,5,6
"3749",5,5,4,5,5,4,4,4,4,4,4,4,7,7,7,7,7
"3750",2,7,3,1,6,7,5,3,7,2,6,4,6,6,6,6,6
"3751",7,7,7,7,7,7,7,6,NA,5,7,7,7,7,6,6,7
"3752",7,7,5,6,7,5,5,5,5,3,4,4,7,7,7,7,5
"3753",2,2,2,2,6,2,2,2,1,3,2,2,6,1,1,2,2
"3754",2,5,3,4,2,4,2,2,2,3,4,4,5,6,6,2,4
"3755",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3756",1,6,6,6,1,1,1,1,5,5,5,5,6,7,6,1,3
"3757",6,5,6,6,6,1,1,1,1,4,4,4,6,7,6,1,4
"3758",2,2,3,2,3,NA,3,2,3,2,2,2,3,4,4,4,2
"3759",3,5,3,5,5,1,3,4,5,3,3,5,5,7,7,4,4
"3760",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3761",3,5,3,6,1,3,1,1,1,6,6,6,6,6,6,1,1
"3762",4,3,2,2,5,2,2,2,2,2,2,5,5,6,6,6,2
"3763",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3764",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3765",3,3,2,4,4,1,1,1,1,2,3,2,3,4,4,2,2
"3766",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3767",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3768",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3769",5,7,5,5,4,6,6,6,6,5,5,5,4,6,3,3,5
"3770",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3771",6,7,7,6,6,7,5,4,1,1,5,4,7,7,7,6,6
"3772",3,3,5,5,1,1,1,1,1,5,5,5,5,5,5,4,4
"3773",1,7,7,6,6,7,1,6,6,7,7,7,7,7,6,1,7
"3774",7,1,6,6,5,1,1,1,1,5,5,6,7,7,1,3,6
"3775",4,6,6,5,6,5,4,5,6,4,5,6,6,6,6,1,6
"3776",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3777",1,7,1,6,6,5,5,4,4,2,2,4,7,7,7,1,7
"3778",3,7,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"3779",4,6,6,6,5,6,1,6,6,6,6,6,6,6,1,1,6
"3780",7,4,7,7,7,4,4,4,4,7,7,7,7,7,7,7,7
"3781",6,1,6,5,6,1,1,1,1,1,5,5,6,6,6,1,5
"3782",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3783",3,7,3,5,6,6,5,6,6,2,2,5,6,2,2,2,3
"3784",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3785",1,7,6,6,6,7,5,6,6,6,6,6,6,5,6,1,2
"3786",4,5,5,5,4,4,4,4,4,5,6,6,6,7,6,3,4
"3787",5,5,7,7,7,3,6,6,6,7,7,5,7,7,7,7,5
"3788",4,3,6,6,6,6,4,1,1,5,6,6,7,7,6,4,1
"3789",4,4,4,3,1,3,5,2,1,3,3,5,6,6,5,6,4
"3790",7,1,5,6,6,6,6,6,6,5,5,5,7,7,7,6,6
"3791",5,1,6,6,6,1,1,1,1,3,4,6,7,7,5,3,6
"3792",5,6,4,1,1,7,6,6,6,4,6,6,6,6,1,1,1
"3793",NA,6,6,6,6,6,5,6,6,6,6,6,6,7,6,2,6
"3794",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3795",7,7,6,7,6,6,7,6,6,5,6,6,7,7,7,3,7
"3796",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3798",7,4,5,7,7,4,1,1,1,6,6,6,NA,7,7,7,7
"3799",6,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,6,7,NA,NA,6
"3800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3801",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3802",6,5,7,4,3,5,4,4,4,4,4,5,6,7,6,5,6
"3803",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3804",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3805",2,4,2,2,5,2,2,5,5,2,2,5,4,6,6,3,2
"3806",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3807",6,5,5,5,6,6,5,5,4,2,3,3,6,6,6,3,6
"3808",5,5,6,5,5,5,1,1,1,5,5,6,6,6,1,1,6
"3809",6,6,6,5,6,5,6,5,5,6,6,6,6,6,6,5,5
"3810",6,6,1,5,6,1,6,5,5,6,6,6,6,7,6,1,5
"3811",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3812",4,7,5,4,4,5,4,6,4,6,6,6,6,6,1,1,6
"3813",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3814",5,1,4,4,4,1,1,1,1,5,5,3,6,6,6,5,3
"3815",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3816",3,5,4,2,5,5,1,1,1,2,2,3,6,7,6,3,2
"3817",5,6,4,4,6,5,5,4,6,5,4,3,5,6,6,4,3
"3818",2,7,2,2,2,7,5,6,6,3,3,5,5,5,4,3,2
"3819",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3820",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3821",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3822",6,6,5,7,NA,1,1,1,1,6,6,6,7,7,7,5,5
"3823",6,6,5,5,5,5,5,4,4,5,5,4,7,7,7,3,6
"3824",6,7,3,5,1,6,4,4,1,3,3,3,7,6,6,1,5
"3825",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3826",5,6,6,5,6,6,5,5,5,4,4,6,6,7,7,6,7
"3827",4,6,6,6,6,NA,NA,NA,NA,6,5,6,7,7,7,5,5
"3828",5,6,5,5,6,6,5,5,6,6,6,6,6,7,7,6,4
"3829",6,2,6,6,6,2,2,2,2,4,5,4,6,6,6,2,6
"3830",7,7,5,5,6,6,4,5,4,3,4,4,7,7,7,1,6
"3831",3,7,6,6,6,1,1,1,1,4,5,6,7,7,7,4,5
"3832",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3834",7,6,6,6,6,6,5,5,6,5,5,6,7,7,6,5,7
"3835",6,6,6,5,6,6,5,5,5,7,7,7,7,7,4,3,6
"3836",5,6,3,3,5,5,1,1,1,2,2,2,5,5,4,3,2
"3837",7,6,4,5,6,3,3,3,2,5,6,7,7,7,7,1,6
"3838",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3839",4,4,4,5,1,5,1,5,1,6,7,7,7,7,6,1,1
"3840",5,7,6,7,7,7,NA,6,7,6,6,6,6,7,7,5,7
"3841",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3842",4,3,4,4,4,4,4,4,4,2,2,2,6,7,5,4,3
"3843",4,7,7,4,6,7,4,4,7,7,7,7,7,7,7,4,6
"3844",3,3,5,3,5,2,2,4,4,2,2,6,6,7,6,1,4
"3845",6,1,5,6,6,1,1,1,1,4,5,5,7,6,6,3,6
"3846",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3847",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3848",4,7,7,6,6,7,7,6,6,7,7,7,7,7,7,7,6
"3849",6,6,6,6,5,6,6,6,6,5,6,6,6,7,7,5,6
"3850",6,6,6,7,6,5,1,1,1,6,6,6,6,7,6,6,7
"3851",6,7,6,5,5,7,4,1,1,5,6,6,7,7,6,1,6
"3852",7,3,7,6,6,3,3,5,5,6,6,3,7,7,7,1,7
"3853",6,1,4,5,5,1,1,1,1,6,5,5,6,7,5,1,1
"3854",5,3,3,3,6,5,5,4,5,3,3,3,6,6,6,1,2
"3855",7,7,7,6,6,7,7,6,6,5,5,6,7,7,7,7,7
"3856",5,7,6,6,5,7,4,6,6,4,4,6,6,7,5,4,5
"3857",5,4,6,5,6,3,3,3,4,4,4,5,6,6,5,1,5
"3858",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3859",3,7,5,5,6,7,6,6,6,5,5,6,6,6,6,6,6
"3860",6,3,7,7,7,4,4,4,6,3,3,6,7,7,7,1,7
"3861",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3862",6,6,4,5,NA,3,4,4,4,5,4,6,6,6,6,5,4
"3863",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3864",6,2,5,6,6,2,2,2,2,4,4,5,6,7,7,3,6
"3865",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3866",4,3,7,6,4,1,1,1,1,7,7,7,6,6,5,1,6
"3867",6,1,1,5,1,1,1,1,1,3,1,5,6,7,5,1,5
"3868",5,6,6,4,5,4,2,2,5,3,3,3,6,6,6,3,6
"3869",5,7,5,5,6,7,1,5,6,5,6,6,6,7,1,1,5
"3870",5,5,5,4,5,1,1,1,1,6,5,5,6,7,7,1,3
"3871",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3872",5,2,6,6,6,2,2,2,2,7,7,6,6,1,1,1,6
"3873",2,5,4,4,5,3,3,1,1,3,3,3,7,7,7,3,5
"3874",6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"3875",6,7,6,5,4,7,5,5,3,3,3,6,7,7,7,1,6
"3876",5,6,6,5,6,5,6,4,5,6,6,6,7,7,7,5,6
"3877",5,3,4,5,3,1,1,1,1,4,5,6,6,6,6,4,5
"3878",6,6,6,6,7,6,6,5,5,6,6,6,7,7,7,6,6
"3879",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3880",5,5,6,4,4,1,1,1,1,5,5,7,7,7,7,4,5
"3881",6,3,6,7,7,2,2,4,3,6,6,5,7,7,6,4,5
"3882",5,7,6,6,6,7,5,6,6,7,7,7,7,7,7,4,7
"3883",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3884",5,6,6,6,6,1,1,1,1,6,6,6,6,7,7,1,6
"3885",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3886",7,2,6,6,6,2,2,2,1,7,5,6,7,7,7,6,6
"3887",7,7,7,6,6,6,4,4,5,7,6,4,7,7,7,7,7
"3888",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3889",6,7,5,6,5,7,7,7,5,2,2,4,7,5,7,7,7
"3890",6,1,7,6,6,1,1,1,1,7,7,7,7,7,7,7,7
"3891",6,1,7,5,4,1,6,1,1,7,7,6,6,6,6,6,6
"3892",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3893",3,5,6,5,5,4,3,2,2,4,4,5,7,7,7,4,6
"3894",6,7,6,4,6,7,7,6,7,5,6,6,6,5,3,3,7
"3895",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3896",6,6,7,7,7,6,6,6,6,6,6,6,7,7,7,1,7
"3897",5,7,7,4,6,7,1,5,1,3,4,7,7,7,7,1,7
"3898",7,7,6,6,6,6,1,6,1,6,6,5,5,7,5,5,5
"3899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3900",4,6,4,2,3,5,4,5,5,4,4,5,6,6,4,2,4
"3901",3,6,4,3,5,5,5,6,6,5,6,6,6,7,6,1,5
"3902",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3903",6,6,6,6,6,6,4,5,5,6,6,6,6,6,6,1,6
