"","language_1","language_2","language_3","language_4","language_5","where_perl_belongs_in_list"
"2620","C","PHP","python","","",2
"2621","javascript","php","sql","","",1
"2622","","","","","",1
"2623","bash","C","javascript","python","",1
"2624","javascript","c","bash","","",2
"2625","C++","C","Bash","Ada","prolog",2
"2626","javascript","java","c++","c","",1
"2627","Python","Ruby","Lisp","Io","",1
"2628","php","javascript","","","",2
"2629","Java","Clojure","Ruby","","",4
"2630","PL/SQL","C","javascript","Java","C++",4
"2631","sql","javascript","c","java","bash",1
"2632","","","","","",1
"2633","","","","","",
"2634","C/C++","python","ruby","","",2
"2635","c++","python","","","",1
"2636","C#","PHP","C","C++","Python",1
"2637","php","python","","java","",2
"2638","","","","","",
"2639","SQL","Pl/pgsql","python","javascript","c",3
"2640","C#","javascript","C++","Powershell","Java",5
"2641","python","bash","c","c++","",2
"2642","Scheme","","","","",1
"2643","c","c++","java","","",1
"2644","","","","","",
"2645","puppet","bourne shell","ruby","c","",1
"2646","R","ruby","javascript","","",1
"2647","","","","","",
"2648","visual basic","javascript","","","",2
"2649","python","javascript","c","","",4
"2650","c","c++","bash","","",3
"2651","javascript","php","html","css","python",1
"2652","PHP","ksh","bash","Java","",2
"2653","","","","","",
"2654","javascript","shell","","","",1
"2655","ruby","javascript","","","",2
"2656","php","java","bash","C++","C",2
"2657","","","","","",
"2658","PHP but I don't like to","","","","",1
"2659","bash","ksh","php","html","javascript",2
"2660","ksh","c","php","","",1
"2661","Perl","C++","PHP","Java","",1
"2662","Javascript","sql","bash","","",1
"2663","Ruby","","","","",2
"2664","C++","C","javascript","bash","",2
"2665","","","","","",
"2666","java","","","","",2
"2667","","","","","",
"2668","Logo","Cecil","COBOL","","",6
"2669","sql","python","c","","",1
"2670","","","","","",
"2671","C","PL/SQL","ABF","pascal","prolog",3
"2672","","","","","",1
"2673","PHP","Sh","","","",1
"2674","lua","c++","php","c","sh",1
"2675","","","","","",
"2676","","","","","",
"2677","ruby","python","C++","SQL/PLPGSQL","PHP",1
"2678","","","","","",1
"2679","java","perl","groovy","","",3
"2680","xml","","","","",1
"2681","","","","","",
"2682","bash","","","","",1
"2683","javascript","java","","","",1
"2684","","","","","",
"2685","SQL","Java","Ruby","Python","",1
"2686","","","","","",
"2687","","","","","",1
"2688","r","python","c","c++","java",1
"2689","shell scripts","octave","","","",1
"2690","C++","Java","FORTRAN","C","Javascript",2
"2691","C","C++","python","","",3
"2692","","","","","",
"2693","ruby","cucumber","unix","","",2
"2694","","","","","",5
"2695","javascript","php","C","","",1
"2696","bash","OCaml","Go","Javascript","",1
"2697","sql","bash","","","",1
"2698","C","Javascript","Ruby","","",1
"2699","php","python","ruby","c","objective c",3
"2700","c#","java","c++","visual basic","javascript",1
"2701","Korn shell","C","Java","SQL","Common Lisp",2
"2702","javascript","lisp","c","bash","",1
"2703","xslt","java","scala","c","prolog",1
"2704","php","bash","","","",1
"2705","java","shell script","javascript","","",2
"2706","R","C","","","",1
"2707","php","c","pascal","python","",3
"2708","","","","","",
"2709","C++","C","","","",2
"2710","sql","javascript","java","shell","c",1
"2711","Javascript","","","","",1
"2712","python","sh","C","Java","",1
"2713","","","","","",
"2714","javascript","php","c","c++","java",1
"2715","c++","java","javascript","bash","",1
"2716","python","Java","bash","c","PL/SQL",1
"2717","bash","javascript","python","java","c",1
"2718","","","","","",
"2719","Java","c++","AutoIt","c#","",1
"2720","javascript","C","Java","C++","haskell",1
"2721","","","","","",
"2722","haskell","bash","c","java","",1
"2723","python","bash","","","",3
"2724","bash","ruby","sql","c","c++",4
"2725","Python","R","C","java","c#",4
"2726","","","","","",1
"2727","C++","java","","","",1
"2728","python","haskell","javascript","","",1
"2729","Python","Bash","","","",3
"2730","java","c","","","",1
"2731","C","c++","javascript","java","assembler",1
"2732","Javascript","sql","","","",1
"2733","","","","","",
"2734","java","javascript","xslt","pl sql","cobol",5
"2735","bourne shell","php","","","",1
"2736","PL/SQL","bash","JavaScript","","",1
"2737","Transact-SQL","","","","",
"2738","c","c++","bash","make","javascript",1
"2739","c","pl sql","delphi","","",1
"2740","PHP",".Net","Java Script","Visual Basic","",1
"2741","","","","","",
"2742","actionscript","c++","c#","jsfl","",6
"2743","SQL","Objective-C","javascript","","",1
"2744","","","","","",
"2745","java","c++","javascript","","",2
"2746","Javascript","C","Lua","Java","",1
"2747","bash","c","c++","fortran","",1
"2748","sh","java","python","c","c++",4
"2749","C","Java","python","php","ruby",2
"2750","C","java","Shell","C++","Javascript",1
"2751","Haskell","Javascript","PHP","C","Bash",1
"2752","","","","","",
"2753","","","","","",
"2754","unix shell (bash)","","","","",1
"2755","C","javascript","BASH","","",1
"2756","bash","","","","",1
"2757","","","","","",
"2758","Javascript","","","","",1
"2759","C++","C","JavaScript","python","",3
"2760","Bourne shell scripts","Python","Octave","","",1
"2761","JavaScript","C","","","",1
"2762","","","","","",
"2763","bash","C","","","",1
"2764","","","","","",
"2765","SQL","python","c","c++","objective c",4
"2766","","","","","",
"2767","","","","","",
"2768","c","c++","lua","","",1
"2769","","","","","",
"2770","javascript","c++","","","",1
"2771","Bash","C","Python","Ruby","",1
"2772","java","python","bash","","",4
"2773","","","","","",
"2774","PHP","C#","JavaScript","","",6
"2775","bash","ruby","python","","",1
"2776","Python","Java","C(++)","Tcl","Elisp",4
"2777","BATCH","","","","",1
"2778","c","python","php","erlang","comedy option : brainfuck",6
"2779","common lisp","javascript","php","","",2
"2780","c","bash","c#","javascript","sql",1
"2781","","","","","",
"2782","bash shell scripting","","","","",1
"2783","javascript","ruby","java","","",1
"2784","","","","","",1
"2785","java","javascript","sql","c++","C",1
"2786","","","","","",
"2787","Perl","Bash","","","",1
"2788","c","c++","php","python","",3
"2789","SQL","PL/SQL","Java","Shell scripting","JavaScript",2
"2790","php","html","sql","","",1
"2791","Python","Scheme","Scala","","",6
"2792","php","c#","ruby","python","haskell",5
"2793","Perl","PHP","bash","","",1
"2794","C","Java","PHP","SH","",1
"2795","","","","","",
"2796","","C#","","","",1
"2797","visual basic for applications","pl/sql","bash","PeopleCode","SQR",2
"2798","Bash","sh","c","R stats package","scheme",1
"2799","Bash","C ","make","","",1
"2800","ruby","javascript","php","python","java",3
"2801","","","","","",
"2802","javascript","java","C#","","",1
"2803","Bash","SH","PHP","","",1
"2804","Clojure","Scala","javascript","Java","Hskell",1
"2805","","","","","",
"2806","javascript","php","bash","c","",1
"2807","SQL","Javascript","C++","PHP","Java",1
"2808","bash","java","php","","",1
"2809","bash shell","java","lisp scheme","perl","scratch",4
"2810","python","r","","","",1
"2811","c++","javascript","java","","",1
"2812","c#","python","c","java","",6
"2813","java","php","","","",1
"2814","","","","","",
"2815","","","","","",
"2816","Haskell","java","PHP","javascript","",6
"2817","C++","Javascript","python","","",1
"2818","bash","java","c","awk","",1
"2819","bash","","","","",1
"2820","postgres  plsql","Donald Knuth TeX","sao, tdu - my own","","",1
"2821","","","","","",
"2822","Matlab","R","","","",1
"2823","","","","","",
"2824","PHP","C","tcl tk","","",1
"2825","","","","","",
"2826","python","lisp scheme","haskell","sql","c++",6
"2827","C","Javascript","Java","","",1
"2828","PHP","Objective-C","Java","","",1
"2829","Unix shell","javascript","sql","php","",1
"2830","","","","","",
"2831","","","","","",
"2832","","","","","",
"2833","python","java","c++","javascript","",6
"2834","","","","","",
"2835","Java","Ruby","C++","","",2
"2836","Cobol","Intercal","B","Dylan","basic",6
"2837","c","c++","python","haskell","latex",6
"2838","","","","","",
"2839","PHP","Objective C","python","","",1
"2840","Java","Bash","ML","","",1
"2841","bash","php","awk","","",1
"2842","javascript","sql","php","c","vbscript",1
"2843","Haskell","PHP","Python","Ruby","Java",6
"2844","java","","","","",1
"2845","C#","c","javascript","c++","java",4
"2846","Common Lisp","Emacs Lisp","C","sh","Haskell",6
"2847","c","","","","",1
"2848","Python","C","Shell (bash)","Java","",1
"2849","bash","javascript","lua","c","java",1
"2850","matlab","mathematica","ocean","skill","",2
"2851","Bash","","","","",2
"2852","c++","","","","",1
"2853","python","javascript","php","ruby","",5
"2854","","","","","",
"2855","C++","C","haskell","php","java",4
"2856","javascript","","","","",1
"2857","Bash","Java","","","",1
"2858","python","java","scheme","haskell","r",6
"2859","C++","Java","Python","","",1
"2860","c","javascript","","","",1
"2861","JavaScript","","","","",1
"2862","","","","","",
"2863","java","python","","","",1
"2864","C++","c","csh","","",2
"2865","","","","","",1
"2866","plsql","basic","c/c++","","",1
"2867","","","","","",
"2868","php","shell script","","","",1
"2869","PHP","Javascript","c","Perl","",6
"2870","","","","","",
"2871","javascript","python","","","",1
"2872","C","PHP","C++","sh","",2
"2873","javascript","python","","","",1
"2874","c","c++","","","",1
"2875","BASH shell","c","","","",1
"2876","PHP","c","","","",1
"2877","Java","Python","","","",3
"2878","SQL","PL/SQL","Powerbuilder","C","",2
"2879","c++","java","","","",1
"2880","ruby","javascript","Quickbasic","","",1
"2881","bash","ruby","","","",2
"2882","C","bash","","","",1
"2883","Java","c","xquery","xslt","",1
"2884","c","ruby","","","",2
"2885","c","java","bash","objective c","",1
"2886","","","","","",
"2887","c++","javascript","","","",2
"2888","Ruby","Java","","","",1
"2889","Python","c++","php","","",1
"2890","bash","awk","sed","","",1
"2891","html/css","sql","javascript","c","bash",1
"2892","Python","C++","","","",1
"2893","bash","python","","","",1
"2894","Bourne Shell","ruby","c","","",1
"2895","JavaScript","PHP","Visual Basic","C#","Python",3
"2896","","","","","",
"2897","","","","","",
"2898","","","","","",1
"2899","sql","javascript","bash","java","php",1
"2900","Java","bash","Ruby","","",1
"2901","sql","bash","","","",1
"2902","","","","","",
"2903","","","","","",
"2904","Python","C","PHP","","",1
"2905","Shell/bash","java","javascript","","",1
"2906","","","","","",1
"2907","C","Shell","","","",1
"2908","javascript","java","c","","",1
"2909","php","javascript","","","",1
"2910","javascript","bash","","","",1
"2911","JAVA","JAVASCRIPT","BASH","PYTHON","",5
"2912","","","","","",1
"2913","c++","c","ruby","","",1
"2914","C","java","C++","Shell scripting","python",4
"2915","javascript","c++","java","c","actionscript",1
"2916","PL/SQL","C","","","",1
"2917","bash","C","","","",1
"2918","bash","","","","",1
"2919","elisp","bash","R","haskell","c",1
"2920","Shell","emacs lisp","C","","",1
"2921","c","shell scripts","","","",1
"2922","lua","c++","c","haskell","python",1
"2923","javascript","php","ruby","python","java",1
"2924","php","ruby","","","",1
"2925","php","xquery","javascript","sql","bash",1
"2926","PHP","C","","","",2
"2927","sql","javascript","c","pl sql","",1
"2928","Perl","","","","",1
"2929","java","c","python","ruby","c++",1
"2930","applescript","","","","",1
"2931","JavaScript","php","ruby","python","c",3
"2932","","","","","",
"2933","ksh","php","python","bash","sql",1
"2934","PeopleCode","","","","",1
"2935","","","","","",
"2936","Bash","C","Ruby","","",2
"2937","","","","","",
"2938","Basic","Fortran","","","",1
"2939","","","","","",
"2940","ruby","javascript","objective c","c","c++",3
"2941","","","","","",
"2942","C","CUDA","shell script","c++","php",4
"2943","bash","javascript","C","","",1
"2944","","","","","",
"2945","","","","","",
"2946","scala","java","python","","",3
"2947","javascript","sql","bash","","",1
"2948","Python","Erlang","OCaml","","",4
"2949","php","bash","javascript","","",1
"2950","C++","C#","PHP","","",3
"2951","python","C#","Perl","lisp scheme","c++",3
"2952","r","php","bash","awk","",1
"2953","SQL","c","bash","ruby","c++",1
"2954","Oracle SQL","PL/SQL","","","",1
"2955","shell","javascript","c","","",1
"2956","python","php","","","",1
"2957","","","","","",
"2958","","","","","",
"2959","","","","","",
"2960","PHP","ASP","","","",1
"2961","","","","","",
"2962","C","C++","","","",2
"2963","","","","","",
"2964","","","","","",
"2965","JavaScript","Python","php","java","c#",3
"2966","Java","bash","Groovy","","",2
"2967","C++","c","java","","",4
"2968","Python","Bash","PL/SQL","Java","C#",3
"2969","C","java","","","",1
"2970","javascript","java","","","",1
"2971","","","","","",
"2972","","","","","",
"2973","","","","","",
"2974","","","","","",
"2975","Java","visual basic","","","",1
"2976","java","C#","Python","","",6
"2977","sql","bash","oracle pl/sql","","",1
"2978","Ada","C","C++","Python","TCL",6
"2979","","","","","",
"2980","python","bash","java","scala","clojure",1
"2981","cobol","c","Perl","","",2
"2982","sql","","","","",1
"2983","PHP","javascript","coldfusion","ruby","",4
"2984","python","C","javascript","","",2
"2985","Java","Scala","bash","clojure","",4
"2986","ruby","python","bash","csh","vbscript",1
"2987","","","","","",
"2988","SQL","Shell scripts (bash)","JavaScript","C","",1
"2989","C++","C#","TSQL","PHP","Python",4
"2990","","","","","",1
"2991","javascript","php","python","","",3
"2992","VBA","vbscript","","","",1
"2993","","","","","",
"2994","tcsh","c++","","","",1
"2995","[Ba]sh/Zsh Shell scripting","Perl","Ruby","C","",2
"2996","C","OCaml","Matlab","","",2
"2997","python","","","","",1
"2998","sql","ksh","php","","",1
"2999","PHP","","","","",1
"3000","","","","","",
"3001","","","","","",
"3002","","","","","",
"3003","c++","c","Python","r","",1
"3004","","","","","",
"3005","php","javascript","","","",3
"3006","actionscript","c#","java","php","visual basic",6
"3007","","","","","",
"3008","Objective-C","C","bash","","",2
"3009","javascript","c++","java","python","",1
"3010","","","","","",
"3011","shell","","","","",2
"3012","","","","","",1
"3013","C#","c","shell","perl","",3
"3014","java","shell","perl","python","objective c",3
"3015","C","zsh","Common Lisp","Emacs Lisp","",1
"3016","","","","","",
"3017","PHP","ruby","python","javascript","java",2
"3018","sh","javascript","php","","",1
"3019","ruby","javascript","","","",2
"3020","","","","","",
"3021","C","C++","bash","javascript","java",2
"3022","python","c","","","",1
"3023","","","","","",
"3024","c#","javascript","scheme","perl","ruby",4
"3025","javascript","python","","","",3
"3026","java","javascript","","","",1
"3027","","","","","",1
"3028","ruby","python","java","elisp","",2
"3029","Php","C","Java","","",1
"3030","php","Python","Ruby","","",1
"3031","c++","python","c","","",2
"3032","","","","","",
"3033","c++","bash","","","",1
"3034","PHP","javascript","xslt","c++","perl",1
"3035","","","","","",
"3036","C","Java","C++","Common Lisp","Scheme",1
"3037","Shell Scripting","T-SQL","C#","","",1
"3038","Javascript","","","","",1
"3039","Python","Java","PHP","Ruby","Bash",2
"3040","","","","","",1
"3041","","","","","",
"3042","","","","","",
"3043","Bash","Java","Javascript","C","ObjC",1
"3044","Java","Z Shell","","","",2
"3045","Python","Javascript","ruby","c","php",5
"3046","C","C++","","","",1
"3047","bash/shell scripting","C","","","",1
"3048","Ruby","","","","",2
"3049","BASH","javascript","php","java","",3
"3050","python","C++","","","",6
"3051","javascript","c","","","",1
"3052","javascript","c","php","c++","java",2
"3053","javascript","ruby","","","",1
"3054","","","","","",
"3055","Perl","sh","ruby","python","",1
"3056","python","c","bash","","",1
"3057","","","","","",
"3058","objective c","bash","php","ruby","c",1
"3059","C++","Bourne Shell","C","","",2
"3060","","","","","",
"3061","python","php","ruby","javascript","java",1
"3062","ruby","sql","applescript","bash","javascript",1
"3063","C","c++","vhdl","assembler","java",4
"3064","c","java","","","",1
"3065","PHP","javascript","actionscript","","",6
"3066","","","","","",
"3067","c","python","prolog","","",1
"3068","bash","php","","","",1
"3069","php","c","","","",2
"3070","","","","","",
"3071","java","","","","",1
"3072","bash","sed","awk","sql","",1
"3073","Java","Javascript","","","",1
"3074","c++","","","","",2
"3075","","","","","",
"3076","c++","objective c","","","",2
"3077","C","javascript","php","","",1
"3078","pl sql","python","php","c#","javascript",2
"3079","C","Java","","","",1
"3080","Perl","JavaScript","VBA","awk","bash",1
"3081","java","c","c++","","",3
"3082","","","","","",
"3083","","","","","",1
"3084","","","","","",
"3085","Bash","C/C++","","","",1
"3086","Python","Groovy","Java","Go","",1
"3087","Perl","javascript","java","csh","sql",1
"3088","PHP","objective c","c++","Java","",2
"3089","","","","","",
"3090","","","","","",1
"3091","php","bash","sql","C#","",1
"3092","pl sql","C","Shell scripting in Unix/Lunix","SQL","Java",1
"3093","Perl","java","","","",1
"3094","python","java","c#","","",3
"3095","Visual Basic","C#","","","",1
"3096","","","","","",
"3097","","","","","",
"3098","java","","","","",6
"3099","java","javascript","","","",1
"3100","php","ruby","","","",1
"3101","D","Java","scheme","python","C",4
"3102","PHP","python","javascript","java","c",6
"3103","php","java","","","",3
"3104","mathematica","","","","",1
"3105","python","c++","ruby","php","",6
"3106","ruby","c","Delphi","","",1
"3107","","","","","",
"3108","php","java","c","","",3
"3109","javascript","fortran","c","python","c++",1
"3110","c","bash","javascript","python","",3
"3111","","","","","",
"3112","javascript","php","","","",1
"3113","javascript","jquery","","","",1
"3114","python","php","bash","","",1
"3115","Maple","PHP","bash","","",1
"3116","c sharp","javascript","visual basic","php","",5
"3117","","","","","",
"3118","bash","c++","","","",1
"3119","","","","","",
"3120","","","","","",
"3121","javascript","bash","php","c","java",1
"3122","ruby","javascript","php","C","",5
"3123","C#","javascript","","","",1
"3124","Perl 6","bash","ruby","python","java",2
"3125","","","","","",1
"3126","python","ruby","c","c++","javascript",1
"3127","php","javascript","c","c++","bash",1
"3128","","","","","",
"3129","","","","","",
"3130","javascript","","","","",1
"3131","c","ruby","python","java","shell",2
"3132","","","","","",
"3133","java","python","c++","c","matlab",3
"3134","","","","","",
"3135","c","javascript","","","",1
"3136","PHP","java","shells","","",1
"3137","php","python","c","","",1
"3138","","","","","",
"3139","c++","c","pascal","lua","",4
"3140","","","","","",
"3141","Javascript","C++","C","","",1
"3142","C","","","","",1
"3143","c++","","","","",1
"3144","javascript","bash","php","","",1
"3145","C","python","java","javascript","ocaml",1
"3146","","","","","",
"3147","Javascript","PHP","Python","","",1
"3148","c","bourne sh","javascript","html","css",1
"3149","java","javascript","","","",1
"3150","","","","","",
"3151","Java","Ruby","C++","Python","PHP",3
"3152","ruby","delphi","Perl","","",3
"3153","visual basic","bash","vba","","",1
"3154","","","","","",
"3155","C","javascript","Perl","java","php",3
"3156","","","","","",
"3157","html","javascript","c","","",1
"3158","javascript","actionscript","","","",1
"3159","python","java","javascript","c++","groovy",6
"3160","AppleScript","objective c","","","",1
"3161","","","","","",
"3162","Javascript","C","","","",1
"3163","C","C++","","","",1
"3164","","","","","",
"3165","C","Objective-C","Haskell","Python","Scheme",6
"3166","PHP (Drupal framework)","","","","",2
"3167","","","","","",
"3168","c","c++","javascript","","",1
"3169","","","","","",
"3170","C#","Javascript","C++","","",1
"3171","php","bash","javascript","ruby","",2
"3172","","","","","",
"3173","","","","","",
"3174","matlab","mathematica","python","c++","",1
"3175","","","","","",
"3176","Java","JRuby","Perl 5","C/C++","Perl 6",3
"3177","java","c++","ruby","python","javascript",2
"3178","","","","","",
"3179","javascript","","","","",1
"3180","javascript","powershell","","","",1
"3181","php","ruby","java","c++","",2
"3182","c++","c","","","",1
"3183","python","c","","","",1
"3184","SQL","pl sql","shell scripts","rexx","",2
"3185","","","","","",
"3186","MySQL","PHP","","","",1
"3187","realbasic","ruby","php","powershell","",1
"3188","awk","python","","","",1
"3189","Java","bash","ruby","","",2
"3190","C++","C","","","",1
"3191","","","","","",
"3192","C","C++","C#","Telsis fastSSP/fastTC NODAL","Java",3
"3193","C","FORTRAN","BASH","","",1
"3194","c#","sql","javascript","","",6
"3195","Python","Ruby","Java","","",1
"3196","C","","","","",2
"3197","","","","","",
"3198","","","","","",
"3199","Javascript","Ruby","SQL","bash","C",1
"3200","c","sh (csh and bsh)","labview","pascal","tcl tk",2
"3201","c","","","","",3
"3202","bash","python","rexx","","",1
"3203","Bash","Java","visual basic","","",1
"3204","c++","sql","python","","",1
"3205","bash","java","php","sql","c",4
"3206","C","C#","sql","Haskell","bash",3
"3207","","","","","",
"3208","common lisp","erlang","javascript","ruby","c",4
"3209","","","","","",1
"3210","java","javascript","python","","",2
"3211","javascript","php","c#","","",1
"3212","","","","","",
"3213","Groovy","Java","","","",3
"3214","javascript","sql","c++","c","",1
"3215","","","","","",
"3216","extjs","javascript","c++","","",2
"3217","PHP","Java","C","","",2
"3218","Javascript","python","","","",1
"3219","","","","","",
"3220","","","","","",
"3221","Objective C","C#","PHP","","",1
"3222","Ruby","Python","","","",1
"3223","","","","","",
"3224","Javascript","Bash","Python","Java","",1
"3225","haskell","","","","",1
"3226","C","Common Lisp","Bash","C++","Lua",1
"3227","","","","","",
"3228","","","","","",
"3229","","","","","",
"3230","C","bash","python","","",1
"3231","python","","","","",1
"3232","bash","c","","","",1
"3233","","","","","",
"3234","","","","","",
"3235","X++","javascript","DOS batch","","",2
"3236","java","c#","c++","c","matlab",4
"3237","python","php","C","Objective C","C#",6
"3238","php","","","","",1
"3239","","","","","",
"3240","PHP","C++","C","javascript","Haskell",6
"3241","php","javascript","","","",2
"3242","java","python","ruby","fsharp","clojure",2
"3243","c","vba","fortran","","",1
"3244","","","","","",1
"3245","php","java","bash","ruby","python",1
"3246","Ruby","bash","Python","","",1
"3247","Java","c","c++","ksh","ruby",1
"3248","","","","","",
"3249","","","","","",6
"3250","python","","","","",1
"3251","","","","","",1
"3252","","","","","",1
"3253","c","bash","make","","",1
"3254","java","c","","","",
"3255","","","","","",
"3256","javascript","bash","c++","c","",1
"3257","xslt","javascript","applescript","bash","",3
"3258","Java","Erlang","Perl","C","",3
"3259","","","","","",
"3260","javascript","sql","c","","",1
"3261","bash","applescript","","","",2
"3262","Javascript","java","sql","","",1
"3263","bash","javascript","logo","","",1
"3264","bash shell scripting","","","","",1
"3265","PHP","","","","",2
"3266","javascript","shell","PL/SQL","python","",1
"3267","c","javascript","","","",1
"3268","C++","Bash","Java","","",2
"3269","php","java","c","","",6
"3270","Java","Groovy","","","",
"3271","","","","","",
"3272","c","python","","","",1
"3273","Python","Perl","","","",2
"3274","","","","","",
"3275","sql/plsql","shell scripting (bash)","","","",2
"3276","c","","","","",1
"3277","javascript","python","Java","","",1
"3278","bash","lisp","","","",1
"3279","common lisp","javascript","python","","",1
"3280","Java","C#","","","",1
"3281","Java","c#","C++","python","php",3
"3282","","","","","",
"3283","","","","","",
"3284","javascript","","","","",1
"3285","python","bash","ruby","sql","",3
"3286","Java SE/EE","C","PHP","bash","ksh",3
"3287","Perl","Bash","SQL","javascript","java",1
"3288","","","","","",
"3289","ruby","javascript","bash","","",3
"3290","Java","sql","php","fortran77","dcl",3
"3291","shell script","","","","",1
"3292","java","c++","sql","","",4
"3293","bash","python","ruby","C","",2
"3294","","","","","",1
"3295","bash","C","","","",1
"3296","","","","","",
"3297","javascript","sql","bash","","",1
"3298","Java","bash","Python","C","",6
"3299","","","","","",1
"3300","","","","","",
"3301","Ruby","javascript","java","php","",4
"3302","bash","php","javascript","","",1
"3303","bourne shell","ruby","java","c++","",1
"3304","","","","","",
"3305","c++","","","","",2
"3306","sql","javascript","","","",1
"3307","c#","php","c","sql","perl",5
"3308","c#","sql","python","bash","c++",2
"3309","php","Java","c","python","ruby",2
"3310","shell","C","","","",1
"3311","Shell scripting","php","","","",1
"3312","","","","","",
"3313","","","","","",1
"3314","","","","","",
"3315","objective c","tcl tk","pascal","assembler","basic",1
"3316","perl","php","bash","","",1
"3317","csh","C++","","","",2
"3318","java","","","","",1
"3319","C++","javascript","sql","","",2
"3320","","","","","",
"3321","java","ruby","bourne shell","","",6
"3322","SQL","Javascript","bash","XSLT","C",1
"3323","Java","javascript","python","ruby","",1
"3324","visual basic","c","c++","","",6
"3325","C","tcl tk","sh","","",1
"3326","c","","","","",1
"3327","","","","","",
"3328","","","","","",
"3329","bash","c","c++","","",1
"3330","","","","","",
"3331","","","","","",1
"3332","C++","pl sql","Perl","","",3
"3333","","","","","",
"3334","","","","","",
"3335","sql","bash","python","coldfusion","",1
"3336","c","c++","java","","",1
"3337","C","C++","","","",3
"3338","JavaScript","","","","",1
"3339","delphi","c/c++","java","python","vb/c#",6
"3340","","","","","",
"3341","java","ruby","bash","c","javascript",4
"3342","bash","awk","sed","php","python",1
"3343","","","","","",
"3344","","","","","",
"3345","BMC Remedy","bash","visual basic","","",4
"3346","C'/C++","PHP","Python","","",1
"3347","javascript","ruby","php","Java","C",1
"3348","Powershell","cmd.exe","","","",1
"3349","C++","C","Python","TCL","Java",3
"3350","","","","","",
"3351","sh","java","python","php","c",1
"3352","java","rexx","php","javascript","bash",1
"3353","c++","tcl tk","java","bash","python",4
"3354","","","","","",
"3355","python","c++","c","java","",2
"3356","C++","C","","","",1
"3357","bash","C","C++","erlang","javascript",1
"3358","c","sh","java","","",1
"3359","","","","","",
"3360","","","","","",
"3361","javascript","java","","","",1
"3362","ruby","bash","common lisp (sbcl)","","",2
"3363","","","","","",
"3364","Verilog","c","Matlab","","",3
"3365","sh","","","","",1
"3366","","","","","",1
"3367","","","","","",
"3368","C++","shell / awk","python","","",2
"3369","","","","","",
"3370","OCaml","C","","","",2
"3371","sql","php","bash","pl sql","",1
"3372","Javascript","","","","",1
"3373","ruby","delphi","rpg","","",3
"3374","Bash","PHP","Python","c","",1
"3375","c++","c","objc","haskell","python",4
"3376","","","","","",
"3377","C","Shell","Emacs Lisp","","",1
"3378","","","","","",1
"3379","php","sql","javascript","c","python",6
"3380","C++","C","","","",2
"3381","Java","Python","Shell","","",4
"3382","","","","","",
"3383","Ruby","Python","Perl","Shell","Java",3
"3384","javascript","xslt","php","objective c","java",1
"3385","fortran","c","c++","matlab","python",2
"3386","","","","","",
"3387","C","PHP","python","Javascript","Java",1
"3388","","","","","",
"3389","bash","python","c++","","",1
"3390","c++","ada","c#","java","fortran",3
"3391","","","","","",
"3392","","","","","",
"3393","C++","C","bash","ksh","",1
"3394","C#","vbscript","javascript","","",2
"3395","bash","awk","c","","",1
"3396","php","java","python","bash","",1
"3397","","","","","",
"3398","Javascript","c++","PHP","C","awk",1
"3399","bash","Python","javascript","java","c",1
"3400","javascript","","","","",1
"3401","","","","","",
"3402","javascript","sql","","","",1
"3403","","","","","",
"3404","java","bash","","","",1
"3405","java","","","","",1
"3406","","","","","",
"3407","","","","","",
"3408","python","c","","","",2
"3409","SQL","javascript","","","",1
"3410","","","","","",1
"3411","java","/bin/sh","c","fortran","javascript",2
"3412","C","Java","PL/SQL","C++","",2
"3413","Java","SAS","C++","C","Fortran",2
"3414","C#","bash","c","c++","",1
"3415","Java","Python","Javascript","shell","Ruby",3
"3416","Java","javascript","bash","","",3
"3417","","","","","",1
"3418","bash/sh","javascript","c#","","",1
"3419","python","javascript","shell","c#","",4
"3420","c","","","","",1
"3421","python","C","","","",3
"3422","Shell","elisp","python","C","lua",1
"3423","C","Shell","Python","","",2
"3424","Python","javascript","","","",6
"3425","","","","","",
"3426","javascript","php","erlang","haskell","C",1
"3427","","","","","",
"3428","javascript","c++","c","","",1
"3429","bash","c","","","",1
"3430","C (and XS)","Haskell","Python","Scheme","",1
"3431","","","","","",
"3432","sql","bash","","","",1
"3433","bash","","","","",1
"3434","java","php","","","",3
"3435","C#","Ruby","php","python","",6
"3436","c++","bash","","","",1
"3437","PHP","Javascript","C","","",1
"3438","C","Ruby","c++","","",3
"3439","c#","","","","",1
"3440","ABAP","Shell","","","",2
"3441","bash","ksh","","","",1
"3442","C","Scala","","","",1
"3443","javascript","bash","scala","go","",1
"3444","","","","","",
"3445","C++","","","","",2
"3446","","","","","",
"3447","C++","C","Ruby","Java","Haskell",3
"3448","c","java","bash","C++","ruby",1
"3449","","","","","",
"3450","python","bash","applescript","","",1
"3451","","","","","",
"3452","javascript","","","","",1
"3453","sql","php","bash","c++","java",1
"3454","shell","c","erlang","java","",1
"3455","java","javascript","objective c","python","c",1
"3456","","","","","",
"3457","C++","","","","",1
"3458","C","C++","javascript","python","php",1
"3459","","","","","",1
"3460","JavaScript","SQL","Ruby","Python","C",1
"3461","","","","","",
"3462","Java","Python","Ruby","Javascript","",6
"3463","c#","javascript","ruby","","",4
"3464","php","bash","","","",3
"3465","","","","","",
"3466","C#","Python","Javascript","PHP","bash",2
"3467","javascript","","","","",1
"3468","C#","F#","PowerShell","Scheme","C",1
