"","CPAN_1","CPAN_2","CPAN_3","CPAN_4","CPAN_5"
"3710","Catalyst","DBIx::Class","Moose","",""
"3711","","","","",""
"3712","","","","",""
"3713","too","many","to","pick","favorites"
"3714","HTML::Mason","Cache::Memcached","DBI","DBD::mysql","Storable"
"3715","Catalyst","DBI","Moose","Class::DBI","BioPerl"
"3716","HTML::Template::Compiled","Encode","","",""
"3717","Data::Dumper","Time::HiRes","English","strict","warnings"
"3718","","","","",""
"3719","","","","",""
"3720","","","","",""
"3721","","","","",""
"3722","DBI","DBD::xxx","Test::More","Data::Dumper","IO::Socket::INET"
"3723","File ","WWW","","",""
"3724","","","","",""
"3725","","","","",""
"3726","DBI","DBD::Sybase","XML::LibXML","",""
"3727","","","","",""
"3728","The one I would put there if my company allowed it","LWP","HTML::TreeBuilder","XUL::Gui","Win32::GuiTest"
"3729","Apache2::Translation","LWP","coro","mmapdb","tx"
"3730","Date::Manip","POSIX","System","",""
"3731","DBI","mod_perl2","Memcached::libmemcached","",""
"3732","","","","",""
"3733","DBI","Cache::Memcached","DBD::mysql","JSON::XS","Apache2::Request"
"3734","CGI","DBI","","",""
"3735","Net::FTP","Net::SMTP","Date::Calc","Win32::Process","Test::More"
"3736","","","","",""
"3737","","","","",""
"3738","DBI","WWW::Mechanize","Spreadsheet::ParseExcel","PDF::API2","Spreadsheet::WriteExcel"
"3739","","","","",""
"3740","","","","",""
"3741","Test::More","Log::Log4perl","Params::Validate","Benchmark","Devel::NYTProf"
"3742","DBI","WWW::Mechanize","Mail::Send","XML::Twig","Date::Manip"
"3743","","","","",""
"3744","DBI","HTML::Mason","","",""
"3745","","","","",""
"3746","DBI","MAIL send easy","Config simple","",""
"3747","moose","DBIx::Class","Plack","AnyEvent","XML::Feed"
"3748","Apache","DBI","YAML","Test",""
"3749","","","","",""
"3750","Class:DBI","List::MoreUtils","Data::Dumper","",""
"3751","Moose","DBIx::Class","Catalyst","WWW::Mechanize","HTML::TreeBuilder::XPath"
"3752","DBI","Net::LDAP","Net::IMAP::Simple","OLE","Getopt::Std"
"3753","","","","",""
"3754","DBI","XML::Parser","Template","Storable","POE"
"3755","","","","",""
"3756","XML-...","HTML-...","NET.---","",""
"3757","","","","",""
"3758","","","","",""
"3759","LWP","Image::Magick","DBI","CGI",""
"3760","","","","",""
"3761","DBI","Net::*","Mail::*","AnyEvent",""
"3762","","","","",""
"3763","","","","",""
"3764","","","","",""
"3765","","","","",""
"3766","","","","",""
"3767","","","","",""
"3768","","","","",""
"3769","CIPP","","","",""
"3770","","","","",""
"3771","Win32::OLE","","","",""
"3772","Moose","Modern::Perl","","",""
"3773","WWW::Mechanize","DBI","Getopt::Std","Test::More","Apache2"
"3774","compress","xml-twig","","",""
"3775","Class::DBI","Apache2::RequestRec","Class::DBI::AbstractSearch","JSON","HTML::Template"
"3776","","","","",""
"3777","CGI::Application","DBI","DBIx::Class","Template::Toolkit","IO"
"3778","CGI","Digest","Apache","",""
"3779","DBI","","","",""
"3780","DBI","Moose","WWW::Mechanize","Data::Dumper","Win32::GuiTest"
"3781","DBI","DBD::mysql","CGI::Application","CGI::Session","Date::Calc"
"3782","","","","",""
"3783","Test::More","Test::Exception","File::Temp","File::Next","Path::Class"
"3784","","","","",""
"3785","Modern::Perl","List::MoreUtils","XML::LibXML","DBI",""
"3786","","","","",""
"3787","DBI","Util::Any","NET::FTP","cgi",""
"3788","DBI","Log::Unrotate","LWP","Log::Log4perl","Params::Validate"
"3789","Term::ReadKey","IO::Handle","","",""
"3790","DBI","Net::LDAP","IO::Socket","Data::Serializer","Regexp::Common"
"3791","DBD::Informix","CGI","Text::CSV_XS","HTML::Template","Excel::Template"
"3792","","","","",""
"3793","DBI","Catalyst","Moose","",""
"3794","","","","",""
"3795","Moose","Test::More","DBIx::Class","Catalyst","Module::Install"
"3796","","","","",""
"3797","","","","",""
"3798","","","","",""
"3799","DBI","CGI","GD::Graph","",""
"3800","strict","warnings","Carp","File::Basename","Text::ParseWords"
"3801","","","","",""
"3802","DBI","XML::LibXML","Gtk2","",""
"3803","","","","",""
"3804","","","","",""
"3805","DBD::mysql","CGI::Carp","Date::Manip","Apache2::Request","LWP"
"3806","","","","",""
"3807","IO::Async","Getopt::Long","Module::Build","Test::More","IPC::Run"
"3808","Getopt::Long","DBI","Carp","Config::General","Params::Validate"
"3809","","","","",""
"3810","DBD::Oracle","DBI","mod_perl2","Date::Format","AppConfig"
"3811","","","","",""
"3812","Getopt","CPAN","XML::Simple","Data::Dumper","Pod::Usage"
"3813","","","","",""
"3814","LWP::UserAgent","XML::Simple","Log::Log4perl","Text::Template","Moose"
"3815","","","","",""
"3816","DBI","Data::Dumper","Net::LDAP","Text::CSV::Encoded",""
"3817","DBI","MIME::Lite","FastCGI","Image::Magick","SOAP::Lite"
"3818","HTML::Mason","DBI","Apache::Request","Text::Markdown",""
"3819","","","","",""
"3820","","","","",""
"3821","","","","",""
"3822","CGI.pm","DBI.pm","","",""
"3823","ModPerl","DBI","DBIx::Class","Data::Dumper","Class::DBI"
"3824","Bio::PrimarySeq","DBI","Test::More","File::Temp","DBIx::Class"
"3825","","","","",""
"3826","DBI","Data::Dumper","CGI::Application","Template","GD"
"3827","Moose","BioPerl","DBIx::Class","PerlMol","AI::Genetic::Pro"
"3828","WWW::Mechanize","Moose","LWP","Parse::RecDescent","all"
"3829","","","","",""
"3830","DBI","DBD::mysql","IPC::Cmd","XML::Simple","Moose"
"3831","DBI","DBD::Oracle","Test::Unit","Test::More","CPAN"
"3832","","","","",""
"3833","","","","",""
"3834","DBI and the DBD::*","Moose","Catalyst","Test::More","Scalar-List-Utils"
"3835","Getopt::Long","Data::Dumper","","",""
"3836","Template Toolkit","","","",""
"3837","DBIx::Class","Moose","Template::Toolkit","",""
"3838","","","","",""
"3839","","","","",""
"3840","LWP","IO::Socket","Net::LDAP","Getopt::Long","DB_File"
"3841","","","","",""
"3842","","","","",""
"3843","DBI","Rose::DB::Object","mod_perl2","Catalyst",""
"3844","Tk","GD","XML::API","PDF::API2",""
"3845","","","","",""
"3846","","","","",""
"3847","","","","",""
"3848","CGI","LWP","DBI","Plack","Moose"
"3849","","","","",""
"3850","","","","",""
"3851","CIPP","Dimedis::Sql/Ddl","XML::LibXML","Storable","WebService::Solr"
"3852","DBI","Template","Catalyst","DBIx::DataModel","List::MoreUtils"
"3853","DBI","CGI","CGI::Session","JSON","GD"
"3854","","","","",""
"3855","Wx","CGI::Application","Template","Test::More","WWW::Mechanize"
"3856","HTML::Mason","DBI","DBIx::Class","Smart::Comments",""
"3857","","","","",""
"3858","","","","",""
"3859","CGI","DBI","Template","Class::DBI",""
"3860","dbi","catalyst","template toolkit","moose",""
"3861","","","","",""
"3862","XML::LibXML","XML::LibXSLT","Data::Dumper","LWP","Spreadsheet::ParseExcel"
"3863","","","","",""
"3864","DBI","Moose","Catalyst","Data::Dumper","Scalar::Util"
"3865","","","","",""
"3866","Bio::Chado::Schema","Bio::DB::DBI","Bio::DB::DBI::mysql","Bio::Seq","Bio::GMOD"
"3867","Data::Dumper","Getopt::Long","CGI","Devel::NYTProf",""
"3868","XML::LibXML","HTTP::Daemon","BerkeleyDB","DBD::Oracle",""
"3869","DBI","DBD::Oracle","CGI","CGI::Application","DBIx::Class"
"3870","CGI","DBI","Template","Net::SMTP","WWW::Mechanize"
"3871","","","","",""
"3872","CGI","DBI","Text::Textile","",""
"3873","DBI","POE","XML::Simple","CGI::Application","Date::Calc"
"3874","","","","",""
"3875","Moose","Class::DBI","Test::Class","Devel::Cover","LWP"
"3876","DBI","CGI","DBD::Pg","MIME::Lite","Data::Dumper"
"3877","","","","",""
"3878","DBI","Text::CSV","Statistics::R","Moose","File::Slurp"
"3879","","","","",""
"3880","Data::Dumper","io::all","Term::ReadKey","LWP",""
"3881","","","","",""
"3882","DBI","Catalyst","DBIx::Class","Template","Base :-)"
"3883","","","","",""
"3884","Catalyst","DBI","Locale::SubCountry","XML::RSS",""
"3885","","","","",""
"3886","Win32","Win32API::Registry","Win32::NetAdmin","Net::DBus","DBD::SQLite"
"3887","POE","Template::Toolkit","DBI","DBIx::Class","Net::LDAP"
"3888","","","","",""
"3889","CGI","DBI","","",""
"3890","Module::Build","Data::Dumper","YAML","Perl::Critic","Perl::Tidy"
"3891","CGI","HTML::Template","Template","Unicode::Collate","Data::Dumper"
"3892","","","","",""
"3893","CPAN","DBI","Class::DBI","XML::LibXML","Test::More"
"3894","Catalyst","DBI","HTML::TreeBuilder","File::Util","DBIx::Class"
"3895","","","","",""
"3896","","","","",""
"3897","Moose","Devel::Cover","Module::Build","Tk","Devel::NYTProf"
"3898","File::*","Params::Validate","XML::LibXML","Image::ExifTool","MP3::Tag"
"3899","","","","",""
"3900","XML::Twig","Tee","Expect","",""
"3901","LWP::UserAgent","CGI","JSON","XML::DOM","DBI"
"3902","","","","",""
"3903","CGI::Application","JSON::XS","DBI","Date::Manip","XML::LibXML"
"3904","","","","",""
"3905","","","","",""
"3906","","","","",""
"3907","","","","",""
"3908","DBIx::Class","","","",""
"3909","","","","",""
"3910","","","","",""
"3911","DBI","Plack","Moose","Template","POE"
"3912","","","","",""
"3913","CGI","DBI","JSON","Spreadsheet","Memcached::libmemcached"
"3914","Test::More","LWP::UserAgent","IO::Handle","Getopt::Long","Params::Check"
"3915","","","","",""
"3916","DBI","DBIx::Perlish","CGI","Template","LWP"
"3917","","","","",""
"3918","Date::Calc","Tk","DBI","Data::Dumper","CGI"
"3919","CGI","DBI::mysql","DBD:: (CSV|anydata","Spreadsheet::WriteExcel","(many with close to equal importance)"
"3920","Apache::ASP","PDF::API2","PDF::Create","DBD::Pg","LWP"
"3921","DBI","Expect","","",""
"3922","RT::Client::REST","CGI::Minimal","DBI","Date::ICal","Date::Calc"
"3923","DBI","Catalyst","WWW::Mechanize","Data::Dumper","CGI"
"3924","DBI","Class::DBI","Test::More","Params::Validate","Data::Dumper"
"3925","","","","",""
"3926","","","","",""
"3927","LWP","POE","CPAN::Bundle","Gtk2","Net::DNS"
"3928","CGI","HTTP::Daemon","DBI","Data::Dumper","File::Tail"
"3929","","","","",""
"3930","DBI","mod_perl","AnyEvent","JSON","Spread"
"3931","DBIx::Class","HTML::Mason","DateTime","JSON","Log::Log4perl"
"3932","DBI","POE","DBD::SQLite","Data::Dumper","XML::TreeBuilder"
"3933","","","","",""
"3934","","","","",""
"3935","","","","",""
"3936","Catalyst","DBIx::Class","Template","DateTime","LWP"
"3937","File::Temp","CGI","","",""
"3938","UR","Moose","","",""
"3939","DBI","CGI","Data::Dumper","DateTime","File::Find"
"3940","","","","",""
"3941","","","","",""
"3942","","","","",""
"3943","Data::Dumper","DBI","Carp","DBD::DB2","LWP"
"3944","Net::FTP","","","",""
"3945","Exporter::Lite","Test::More","Test::MockModule","Test::MockObject","Class::Accessor"
"3946","","","","",""
"3947","","","","",""
"3948","","","","",""
"3949","DBIx::Class","Catalyst","CGI","Template::Toolkit","HTML::Template"
"3950","","","","",""
"3951","DBD::Pg","","","",""
"3952","Marc::Record","Template","Apache2::Request","Data::Dumper","JSON"
"3953","","","","",""
"3954","warnings","strict","Log::Log4perl","Data::Dumper","System"
"3955","","","","",""
"3956","Moose","Catalyst","DBIx::Class","DBI","CGi::Application"
"3957","","","","",""
"3958","Moose","Plack","CGI::Application","DBI","DBIx::Class"
"3959","","","","",""
"3960","","","","",""
"3961","","","","",""
"3962","Getopt::Long","File::Find","Term::ProgressBar","",""
"3963","DBI","CGI","","",""
"3964","getopts","Time::Local","DBI","perlcritic",""
"3965","CGI","RRDs","DBI","LWP","Net::LDAP"
"3966","","","","",""
"3967","DBI","DBD::SQLite","Net::SSH::Expect","Moose","POE"
"3968","","","","",""
"3969","","","","",""
"3970","CGI::FormBuilder","DBI","HTML::Mason","HTML::Template","SQL::Abstract"
"3971","Net::SNMP","Net::Telnet","Socket","Log::Log4perl","FindBin"
"3972","dbi::mysql","Net::SFTP","Bundle::CPAN","perlcritic ?","all the rest of them log::log4perl, tons of them"
"3973","DBI","Moose","DBIx","Catalyst",""
"3974","","","","",""
"3975","Template","DBI","Badger","YAML","JSON"
"3976","Catalyst","DBIx::Class","Template","HTML::FormFu","LWP"
"3977","DBI","Bio::Perl","","",""
"3978","","","","",""
"3979","","","","",""
"3980","","","","",""
"3981","Getopt::Plus","Class::MethodMaker","","",""
"3982","","","","",""
"3983","","","","",""
"3984","","","","",""
"3985","","","","",""
"3986","","","","",""
"3987","","","","",""
"3988","","","","",""
"3989","","","","",""
"3990","DateTime","DBIx::Class","DBI","File::Temp","Cache::Memcached"
"3991","LWP","WWW::Mechanize","","",""
"3992","Catalyst","DBIx::Class","DateTime","Template","Moose"
"3993","","","","",""
"3994","LWP::UserAgent","Test::More","Getopt::Long","Date::Manip","Class::DBI"
"3995","","","","",""
"3996","","","","",""
"3997","DBD::mysql","Data::Dumper","xml/html related","",""
"3998","DBI","PDL","List::MoreUtils","DateTime","Mojolicious"
"3999","Moose","Crypt::SSLeay","DBI","DBICx::AutoDoc",""
"4000","LWP::Authen::Digest","GD","","",""
"4001","","","","",""
"4002","DBI","LWP","CGI","Data::Dumper",""
"4003","","","","",""
"4004","Text::CSV","DBD::ODBC","Imager","Moose","Statistics::Descriptive"
"4005","DBIx::Class","Catalyst","HTML::Entities","Data::Dumper","DateTime"
"4006","","","","",""
"4007","Moose","Catalyst","Sphinx::Search","List::MoreUtils","Data::Dumper"
"4008","File::Find","getopts","","",""
"4009","DBI","HTML::Mason","Date::Calc","LWP","Digest::MD5"
"4010","DBI","Data::Dumper","","",""
"4011","Test::More","Path::Class","File::Temp","Catalyst","Moose"
"4012","","","","",""
"4013","","","","",""
"4014","Class::DBI","DBD::mysql","","",""
"4015","DBI","TT","Text::CSV_XS","YAML::XS","Moose"
"4016","Mysql","DBI","cgi","XML::API::XHTML",""
"4017","mod_perl","DBI","CGI","Data::Dumper","LWP"
"4018","DBI","LWP::UserAgent","Rose::DB::Object","HTML::Mason","XML::LibXML"
"4019","","","","",""
"4020","DBI","","","",""
"4021","Perl/Tk","Encode","MIME","utf8","File"
"4022","","","","",""
"4023","","","","",""
"4024","HTML::TableExtractor","LWP::UserAgent","IO::Socket","Log::Log4perl",""
"4025","DBI","CGI","Text::CSV","POSIX","Digest"
"4026","","","","",""
"4027","","","","",""
"4028","LWP","DBI","Moose","KiokuDB","Catalyst"
"4029","","","","",""
"4030","Net::Server","YAML::Syck","Data::Dump","Catalyst","LWP::UserAgent"
"4031","","","","",""
"4032","DBI","JSON::XS","CGI::Fast","DBIx::Class","Encode::JP"
"4033","","","","",""
"4034","","","","",""
"4035","","","","",""
"4036","","","","",""
"4037","Getopt::Std","PDF","","",""
"4038","Class::Accessor::Classy","List::Util","File::Fu","LWP","DBI"
"4039","LWP","DBI","","",""
"4040","","","","",""
"4041","DBI","CGI","MP3::ID3Lib","MIDI",""
"4042","MP3::Tag","","","",""
"4043","","","","",""
"4044","","","","",""
"4045","Moose","Geo::ShapeFile","Parse::Stata::DtaReader","WWW::Mechanize","PDL"
"4046","","","","",""
"4047","CGI","Net::LDAP","DBI","",""
"4048","DBI","Log::Log4perl","CGI","Perl::Tidy","Perl::Critic"
"4049","DBI","DBD::Oracle","Spreadsheet::WriteExcel","Tie::IxHash","XML::Simple"
"4050","","","","",""
"4051","Net::LDAP","CGI","Data::Dumper","Carp","DBI"
"4052","Mojolicious","ObjectDB","DBIx::Class","Catalyst","Template"
"4053","CGI","","","",""
"4054","Mojo","LWP","AnyEvent","MIME","POE"
"4055","LWP","XML::Twig","XML::Writer","XML::Simple","Geo::Gpx"
"4056","","","","",""
"4057","Catalyst","Catalyst::Action::REST","Data::Dumper","DBIx::Class","Test::More"
"4058","Net::Telnet","DBI","Proc::PID::File","",""
"4059","","","","",""
"4060","DBI","DBD::Oracle","DBD::ODBC","CGI::Application","HTML::Template"
"4061","","","","",""
"4062","DBI","","","",""
"4063","","","","",""
"4064","DBI","libwww","Test::More","",""
"4065","","","","",""
"4066","Plack","Moose","DBIx::Class","App::Ack","TAP::Harness"
"4067","Spreadsheet::WriteExcel","DBI","","",""
"4068","Moose","DBIx::Class","Catalyst","TT",""
"4069","","","","",""
"4070","Spreadsheet::WriteExcel","Spreadsheet::ParseExcel","dbi","",""
"4071","","","","",""
"4072","Dumper","Log","Date","FileHandle","Getopt::Awesome"
"4073","","","","",""
"4074","","","","",""
"4075","Data::Dumper","DBI","Date::Calc","",""
"4076","","","","",""
"4077","DBI","mod_perl","YAML","Test::More","Test::Class"
"4078","","","","",""
"4079","","","","",""
"4080","Moose","Catalyst","DBIx::Class","HTML::FormFu",""
"4081","cpan","DBI","CGI.pm","MasonX::Apache2Handler","Mail::DeliveryStatus::BounceParser"
"4082","Moose","libwww","Template","Net::LDAP",""
"4083","IPC::DirQueue","XML::LibXML","LWP::UserAgent","Getopt::Long","Config::Tiny"
"4084","WWW::Mechanize","","","",""
"4085","CPAN","Inline","PDF::Create","",""
"4086","","","","",""
"4087","","","","",""
"4088","Bio::*","Catalyst","Template::Toolkit","DBIx::Class",""
"4089","","","","",""
"4090","","","","",""
"4091","Catalyst","Class::DBI (sadly)","Chart::Graph::Gnuplot","Carp","Data::Dumper"
"4092","","","","",""
"4093","XML::DOM","DBI","XML::Easy","Data::Dumper","Net::SMTP"
"4094","Net::LDAP","Net::LDAP::LDIF","Data::Dumper","DBI","Storable"
"4095","DBI","HTML::Template","XML::LibXML","Date::Format","SOAP::Lite"
"4096","","","","",""
"4097","DBI","Number::Format","","",""
"4098","Moose","Dancer","WWW::Mechanize","XML::RSS",""
"4099","Data::Dumper","DBI","Moose","Image::Magick","Perl::Critic"
"4100","","","","",""
"4101","LWP::UserAgent","XML::Simple","Data::Dumper","",""
"4102","","","","",""
"4103","Net::LDAP","URI","Getopt::Long","Encode","DBI"
"4104","dbix::class","cgi","poe","geo::coordinates","DBD"
"4105","DBI","Class::Simple","","",""
"4106","","","","",""
"4107","","","","",""
"4108","Data::Dumper","LWP","AIX::LVM","HP200LX::DB",""
"4109","DBIx::Class","XML::Twig","Text::CSV","Catalyst","LWP"
"4110","DBI","Data::Dumper","MIME","Twig","IO"
"4111","App::Ack","Moose","Mouse","Catalyst","DBI"
"4112","Data::Dumper","XML::Simple","File::BOM","Text::PDF","Xbase"
"4113","Data::Dumper","File::Basename","Win32","",""
"4114","","","","",""
"4115","strict","Data::Dumper","Getopt::Long","XML::Simple","LWP"
"4116","DBI","Template","LWP","XML::Bare",""
"4117","","","","",""
"4118","File::Find","DBD::ODBC","Win32::GuiTest","Win32::IEAutomation","OLE"
"4119","","","","",""
"4120","LWP::UserAgent","Mail::IMAPClient","Net::LDAP","IO::Socket::SSL","Email::Simple"
"4121","LWP","apache","json","MySQL::Database","Error"
"4122","DBI","","","",""
"4123","CGI","Data::Dumper","Algorithm::Diff","GD",""
"4124","Sybase","IPC","Symbol","POSIX",""
"4125","Perl::Critic","DBI","","",""
"4126","CGI::Application","Moose","Rose::DB::Object","Test::More","Devel::Cover"
"4127","Net","DBI","Catalyst","Mojo",""
"4128","","","","",""
"4129","","","","",""
"4130","","","","",""
"4131","cgi","","","",""
"4132","DBI","LWP","Apache::Request","Data::Dumper",""
"4133","Net::Server","Parallel::ForkManager","Config::IniFiles","",""
"4134","DBI","LWP","Template","YAML","JSON"
"4135","Getopt::Long","DateTime","Class::MethodMaker","Data::Dumper","File::Copy"
"4136","","","","",""
"4137","Graph","List::MoreUtils","Moose","Graph::Reader::Dot","MooseX::Types"
"4138","HTML::DOM","Apache2::ASP::ApplicationStateManager::MySQL","HTML::AjaxTags","MySQL::Database","MP3::Tag"
"4139","","","","",""
"4140","MQSeries","CGI::Application","XML::Simple","",""
"4141","","","","",""
"4142","DBD::mysql","HTML::Mason","Getopt::Long","",""
"4143","CGI","DBI","","",""
"4144","","","","",""
"4145","","","","",""
"4146","DBI","XML::LibXML","POE","YAML",""
"4147","moose","test::class","dbix::class","lwp","dbi"
"4148","","","","",""
"4149","DBI","CGI","CPAN","Net::Telnet","Test::More"
"4150","","","","",""
"4151","","","","",""
"4152","CGI","DBI","LWP::simple","HTML::Template","WWW::Mechanize"
"4153","","","","",""
"4154","","","","",""
"4155","","","","",""
"4156","Getopt::Long","Data::Dumper","Sepia","WWW::Mechanize","Sys::Mmap"
"4157","DBI","Bio::SearchIO","Bio::SeqIO","LWP","DateTime"
"4158","","","","",""
"4159","BioPerl","DBI","CGI","",""
"4160","SQL::Library","DBI","HTML::Template","CGI","CGI::Application"
"4161","Proc::Daemon","Proc::PID::File","LWP::Simple","Sys::Hostname",""
"4162","WWW::Selenium","Test::More","XML::API","Crypt::SSLeay",""
"4163","","","","",""
"4164","win::ODBC","CGI::Session","CGI","Net::SMTP","Exporter"
"4165","","","","",""
"4166","","","","",""
"4167","","","","",""
"4168","DBI","Catalyst","Moose","Template","DateTime::*"
"4169","","","","",""
"4170","JSON","DBI","REST::Client","REST::Application","Lib::Module"
"4171","DBI","Moose","IO::Socket","Carp","Data::Dumper"
"4172","","","","",""
"4173","","","","",""
"4174","","","","",""
"4175","","","","",""
"4176","","","","",""
"4177","","","","",""
"4178","","","","",""
"4179","","","","",""
"4180","","","","",""
"4181","","","","",""
"4182","DBI","Data::Dumper","Test","",""
"4183","BerkeleyDB","DB_File","Mail::Mailer","",""
"4184","","","","",""
"4185","Log::Log4perl","Graph","List::MoreUtils","Parse::RecDescent",""
"4186","","","","",""
"4187","ModPerl::Util","CGI::Apache","Carp::Assert::More","Graph::AdjacencyMap::Vertex",""
"4188","DateTime","","","",""
"4189","DBI","LWP","SOAP::Lite","CGI","CGI::Ajax"
"4190","Tk","Math","Debug","",""
"4191","Catalyst","Catalyst::REST","JSON","DBIx::Class","XML::Simple"
"4192","","","","",""
"4193","Net::IP","XML::TreeBuilder","Net::DNS","LWP::Simple","LWP::UserAgent"
"4194","Time::Local","Digest::MD5","IO::Handle","Time::HiRes","strict"
"4195","LWP","CGI","POSIX","Data::Dumper","DBI"
"4196","LWP","IO::Socket","","",""
"4197","Catalyst","DBIx::Class","DateTime","Path::Class","Moose"
"4198","DBI","","","",""
"4199","moose","dbi","Dancer","",""
"4200","","","","",""
"4201","","","","",""
"4202","","","","",""
"4203","","","","",""
"4204","DBIx::Class::Schema::Loader","DBIx::Class","Catalyst::Model::DBIC::Schema","Catalyst",""
"4205","DBI","Catalyst","Moose","HTML::Parser","Parse::RecDescent"
"4206","Catalyst","List::MoreUtils","List::Util","Catalyst::Controller::Combine","Catalyst::View::ByCode"
"4207","","","","",""
"4208","DBD::Oracle","ftp","mail","xml","File IO"
"4209","DBIx::Class","YAML","Net::*","Moose","TT"
"4210","DBI","mod_perl2","FCGI","PDF::Create","Net::SMTP"
"4211","","","","",""
"4212","Win32::ODBC","Win32::GUI","","",""
"4213","","","","",""
"4214","DBI","LWP","Apache2::Request","XML::Simple","Class::Data::Inheritable"
"4215","CGI","LWP","strict","Unicode",""
"4216","","","","",""
"4217","File","Getopt::Std","Net","LWP","DBI"
"4218","Gearman::XS","Cache::Memcached::Fast","AnyEvent","Mojo","Parallel::ForkManager"
"4219","","","","",""
"4220","cgi","dbi","HTML::Template","zoom",""
"4221","CGI","DBI","Perl::Tidy","Perl::Critic",""
"4222","","","","",""
"4223","Net::LDAP","Template::Toolkit","DBIx::Class","Data::Dump","File::Spec"
"4224","Catalyst::*","DBIx::Class","SOAP::*","Data::Dumper","ACME::*"
"4225","","","","",""
"4226","","","","",""
"4227","","","","",""
"4228","CGI::Application","Template::Toolkit","DBD::SQLite","Rose::DB::Object","POE"
"4229","XML::LibXML","","","",""
"4230","","","","",""
"4231","","","","",""
"4232","DBI","Net::SNMP","POE","",""
"4233","Data::Dumper","Net::OpenSSH","File::Tabular","MIME::Lite","Spreadsheet::ParseExcel::Worksheet"
"4234","","","","",""
"4235","","","","",""
"4236","","","","",""
"4237","Perl-critic","Crypt-GPG","","",""
"4238","Mojolicious","Catalyst","Perl::Tidy","",""
"4239","Net::LDAP","mod_perl2","CGI::Application","DBI","CGI"
"4240","DBI","Net::Server","File::Spec","CGI::Tiny","Time::HiRes"
"4241","DBI and related DBD modules","Template Toolkit","CGI","Apache::Request","Mail::Mailer File. Time, DateTime, IO::Request, "
"4242","CGI::Application","LWP","Authen::Simple","Authen::Krb5",""
"4243","File::IO","DBD::Sybase","XML:Simple","Time::localtime",""
"4244","DBD::Oracle","DBI","FileHandle","File::Basename","Text::CSV_XS"
"4245","DBI","HTML::Mason","Text::CSV_XS","mod_perl","Class::DBI"
"4246","Moose","DBI","DateTime","Template","Try::Tiny"
"4247","DBI","Data::Dumper::Simple","Log::Log4perl","CGI",""
"4248","DBI","LWP::UserAgent","Data::Dumper","Template::Toolkit","WWW::Mechanize"
"4249","POE","Wx","PAR","Module::Reload","Net::Stomp"
"4250","Template::Toolkit","Rose::DB::Object","CGI::Application","mod_perl2","CGI"
"4251","","","","",""
"4252","","","","",""
"4253","","","","",""
"4254","LWP","POE","Moose","AnyEvent","Dist::Zilla"
"4255","","","","",""
"4256","","","","",""
"4257","","","","",""
"4258","Date::Manip","CSV::xs ??","Java::Import","",""
"4259","XML::Simple","Clone","Net::SSH","FreezeThaw",""
"4260","DBI","HTML::Mason","Spreadsheet::WriteExcel","Spreadsheet::ParseExcel","Devel::NYTProf"
"4261","","","","",""
"4262","","","","",""
"4263","DBI","HTML::Template::Compiled","Date::Simple","Moose","DBIx::Class"
"4264","","","","",""
"4265","","","","",""
"4266","","","","",""
"4267","","","","",""
"4268","Moose::Role","Pod::Usage","Test::More","Getopt::Long",""
"4269","","","","",""
"4270","DBI","Log::Log4perl","Data::Dumper","LWP","IO"
"4271","","","","",""
"4272","","","","",""
"4273","AnyEvent","JSON","YAML","WWW::Mechanize","LWP"
"4274","","","","",""
"4275","Log4perl ","Moose","Dumper","Bio",""
"4276","","","","",""
"4277","XML::Parser::PerlSAX","LWP::UserAgent","XML::Writer","Test::More","Test::MockObject"
"4278","IO::File","XML::Simple","Archive::Zip","Tk",""
"4279","","","","",""
"4280","","","","",""
"4281","","","","",""
"4282","DBI","List::Util","Test::More","Moose","DateTime"
"4283","DBI","Moose","DateTime","CGI","Test::More"
"4284","","","","",""
"4285","DBI","DBD::Oracle","","",""
"4286","","","","",""
"4287","","","","",""
"4288","strict","Devel::DProf","Text::Reflow","Data::Dumper","warnings"
"4289","BioPerl","mod-perl","DBI/DBD::mysql","Parse::RecDescent","Catalyst"
"4290","Log::Log4perl","Getopt::Long","Tie::DBI","Data::Dumper","IO::Socket"
"4291","","","","",""
"4292","warnings/strict/carp","path::class","perl6::slurp","dbix","data::dumper"
"4293","","","","",""
"4294","","","","",""
"4295","Catalyst","DBIC","Moose","WWW::Mechanize","Test::More"
"4296","Moose","","","",""
"4297","mod_perl","DBI","XML::LibXML","CGI",""
"4298","","","","",""
"4299","DBI","LWP","SOAP::Lite","Encode::Encoder","Archive::Zip"
"4300","","","","",""
"4301","CPAN","DBI","LWP","Template","Catalyst"
"4302","CGI","DBI","Net::LDAP","Date::Manip","HTML::QuickTable"
"4303","","","","",""
"4304","","","","",""
"4305","CGI::Application","DBI","DateTime","Catalyst","Moose"
"4306","","","","",""
"4307","","","","",""
"4308","","","","",""
"4309","","","","",""
"4310","","","","",""
"4311","","","","",""
"4312","Date::Manip","CPAN","XML::Simple","CGI::Simple","Mail::Sendmail"
"4313","CGI","Catalyst","LWP","List::Util","GD"
"4314","CGI","Apache2","Error","AnyEvent","JSON::XS"
"4315","","","","",""
"4316","","","","",""
"4317","Catalyst","DBIx::Class","","",""
"4318","","","","",""
"4319","","","","",""
"4320","Test::More","XML::LibXML","Memcached","FreezeThaw",""
"4321","","","","",""
"4322","","","","",""
