"","official_perl_cert_for_me","official_perl_cert_for_others","perl_cert_comments"
"1730",2,2,"Certification for anything is lame, because it demonstrates nothing of one's actual, applicable knowledge on a particular subject."
"1731",NA,NA,""
"1732",4,5,"That could be great, but not really necessary... if you cannot program in Perl, you will not be able to make it believe to someone who does."
"1733",2,2,""
"1734",2,5,""
"1735",NA,NA,""
"1736",6,6,"Good idea."
"1737",3,3,"I tend to consider these pointless, but I'm not a manager"
"1738",1,1,""
"1739",NA,NA,""
"1740",NA,NA,""
"1741",NA,NA,""
"1742",2,6,""
"1743",NA,NA,""
"1744",NA,NA,""
"1745",6,6,""
"1746",3,3,""
"1747",NA,NA,""
"1748",7,7,""
"1749",3,3,"People pay attention to certification?"
"1750",3,4,""
"1751",NA,NA,""
"1752",1,6,""
"1753",4,4,""
"1754",5,7,""
"1755",NA,NA,""
"1756",NA,NA,""
"1757",2,5,""
"1758",5,6,""
"1759",3,5,"Corporate mentality is 'if it isn't Java... it doesn't exist!'"
"1760",NA,NA,""
"1761",NA,NA,""
"1762",NA,NA,""
"1763",NA,NA,""
"1764",NA,NA,""
"1765",NA,NA,""
"1766",5,5,""
"1767",1,1,""
"1768",1,1,""
"1769",NA,NA,""
"1770",NA,NA,""
"1771",5,5,""
"1772",3,3,"Perl is a private skill. No certification would fit."
"1773",1,1,""
"1774",2,2,"I can't think why anyone would care about this.  Does anyone trust certificates?  Are those the sort of industries Perl is used in anyway?"
"1775",5,5,""
"1776",1,1,"nah"
"1777",NA,NA,""
"1778",2,2,""
"1779",1,5,""
"1780",4,4,"I don't think certification mean anything. But if the Perl certification exam is not just another multiple choice test people cram for, and a actual pragmatic exam (regex a file, make a module ... so on) then I think it would be worthwhile."
"1781",4,5,""
"1782",NA,NA,""
"1783",2,2,"Meh. I find 'certification' to be an antithesis to what perl is. I probably could not pass a certification and I've been writing scripts for over 10 years!"
"1784",1,1,""
"1785",NA,NA,""
"1786",6,6,""
"1787",7,7,"BrainBench !!"
"1788",6,6,""
"1789",5,6,""
"1790",2,7,"Perhaps I can help (mrice@lpi.org)?  I do this sort of thing for LPI (http://www.lpi.org)"
"1791",5,5,""
"1792",5,5,""
"1793",3,3,""
"1794",4,5,""
"1795",3,5,""
"1796",6,6,""
"1797",2,4,""
"1798",NA,NA,""
"1799",NA,NA,""
"1800",NA,NA,""
"1801",1,1,""
"1802",3,1,"Might be good business for those selling it, not as much for those willing to pay for it."
"1803",3,5,""
"1804",6,1,"I would do it, sure. It would be a fun process, and could only help my career."
"1805",4,4,""
"1806",NA,NA,""
"1807",NA,NA,""
"1808",NA,NA,""
"1809",2,2,""
"1810",2,2,""
"1811",1,NA,""
"1812",NA,NA,""
"1813",NA,NA,""
"1814",3,1,""
"1815",NA,NA,""
"1816",3,5,""
"1817",3,5,"Certification exam should focus encourage programming skill and use of Perl idioms, good coding style, up-to-date with various Perl techniques."
"1818",NA,NA,""
"1819",2,1,""
"1820",NA,NA,""
"1821",2,2,"Certifications are for people without any actual skills or track record. Waste of time."
"1822",NA,NA,""
"1823",5,5,""
"1824",2,5,"I personally don't care about the idea of these formal certifications. But I know other people consider them important."
"1825",3,3,""
"1826",5,5,"its a good idea, but would not really follow the idea of perl"
"1827",2,2,""
"1828",4,5,""
"1829",NA,NA,""
"1830",NA,NA,""
"1831",NA,NA,""
"1832",5,1,"Any certification is valuable ONLY if the market says it is."
"1833",6,6,""
"1834",NA,NA,""
"1835",NA,NA,""
"1836",5,5,""
"1837",NA,NA,""
"1838",NA,NA,""
"1839",2,1,""
"1840",6,6,""
"1841",2,1,"""Certification"", from any body, has no effect and will continue to have no effect on my hiring practices."
"1842",2,1,"based on the meaning attached to other certifications, it would be utterly meaningless to me."
"1843",7,7,"This would seem to require several tracks or levels of depth: AppDev Perl, SysAdmin Perl, etc. to reflect the different use-cases."
"1844",1,1,""
"1845",3,1,"Just have them read Higher-order Perl. If they get it, they're certified; if they run away screaming, they fail. Also, people often seem to misunderstand sigils, so @foo{qw/foo bar/} confuses the heck out of 'em."
"1846",NA,NA,""
"1847",6,6,""
"1848",1,1,""
"1849",2,2,"I think certifications are a joke and a waste of time"
"1850",NA,NA,""
"1851",5,5,""
"1852",5,5,"Keep the standards very high, many of the certifications around today get handed out to anyone, and so they don't mean much."
"1853",6,6,""
"1854",2,2,""
"1855",1,1,"please train people to create code that is easy to read"
"1856",NA,NA,""
"1857",NA,NA,""
"1858",5,5,""
"1859",1,1,""
"1860",1,5,"I like the idea of a Perl certification..."
"1861",3,5,"Certification in general is a means raising money for cert. institutions. Not a means to evaluate someone. Unfortunately management has no clue and relies on certificates :-("
"1862",3,3,""
"1863",4,7,"It *can* be done right."
"1864",2,3,""
"1865",3,5,""
"1866",5,1,""
"1867",3,4,""
"1868",3,4,"All certificates are useless."
"1869",6,6,""
"1870",4,5,"It should definitely be more usefull to teach perl to system administrators than old shell commands : awk, sed, etc."
"1871",NA,NA,""
"1872",1,1,""
"1873",NA,NA,""
"1874",4,6,""
"1875",2,5,""
"1876",3,3,""
"1877",6,6,""
"1878",3,1,""
"1879",2,2,"A certified idiot is still an idiot"
"1880",2,2,"I hate all software certifications, and yes, I'm a hiring manager"
"1881",NA,NA,""
"1882",NA,NA,""
"1883",NA,NA,""
"1884",NA,NA,""
"1885",3,5,""
"1886",2,6,""
"1887",7,7,"I would be interested in this if it was a reasonable price to test for."
"1888",1,1,"Not sure if it would help at all since PERL has been around for a long time, it is easy to detect if a programmer is a good PERL programmer. A certification may not be of great help for current PERL masters but may help revive the demand for future PERL programmers. Who knows!"
"1889",NA,NA,""
"1890",NA,NA,""
"1891",3,7,""
"1892",2,2,""
"1893",3,3,""
"1894",1,1,""
"1895",3,3,"""Good"" Perl programming is very subjective.  If certification is to happen, it should have levels or categories.  What a top-flight programmer needs to write enterprise Perl code is not nearly what a sysAdmin needs."
"1896",6,7,""
"1897",1,1,""
"1898",2,2,"what's the point ? timtowtdi and a certification wont tell if people can fit the way my company work."
"1899",NA,NA,""
"1900",3,3,"Where I work, none of my management has a clue what Perl is yet without it the huge money they waste on other IT tar pits wouldn't run at all. If I wanted to hire a Perl guy I'd want to see CPAN modules or code. I would not give a hoot to certs."
"1901",4,1,""
"1902",5,5,""
"1903",6,6,"I'd like to see it, but perl is such a fragmented community who would we trust--who would managers trust?"
"1904",3,6,""
"1905",6,6,""
"1906",2,5,"In general I've hardly heard of any colleagues getting any certification for any language; probably more popular in the US."
"1907",NA,NA,""
"1908",5,1,""
"1909",NA,NA,""
"1910",2,2,"I can't imagine any certificate program covering the millions of different uses people put Perl to. It'd only be useful if you had domain-specific certifications: networking, bioinformatics, web publishing, etc."
"1911",2,3,"meh"
"1912",2,6,"I think it would be great for introducing Perl programming best practices (Modern::Perl, Moose, etc.)[CR][CR]A community-supported standard would be best "
"1913",6,6,""
"1914",2,2,"NUTS!"
"1915",1,1,""
"1916",NA,NA,""
"1917",NA,NA,""
"1918",NA,NA,""
"1919",NA,NA,""
"1920",NA,NA,""
"1921",NA,NA,""
"1922",4,4,"Good in theory but I don't think that it will help its image much. Mainly people can study for certification and know nothing of programming but have a piece of paper that says that someone feels they do, which with certifications is often misleading to non-technical managers."
"1923",1,1,""
"1924",NA,NA,""
"1925",NA,NA,""
"1926",NA,NA,""
"1927",2,2,""
"1928",NA,NA,""
"1929",1,1,""
"1930",2,5,"It encourages laziness from hiring companies. It might push more programmers into learning Perl though, hopefully modernish Perl, which would be good."
"1931",2,1,""
"1932",NA,NA,""
"1933",4,7,""
"1934",NA,NA,""
"1935",3,3,""
"1936",4,4,""
"1937",4,7,"it would help standardize methods used in Perl to help mitigate bad programming practices that I feel have killed Perl:  .... I will just write a quick hack Perl script and not document it..."
"1938",1,1,""
"1939",2,2,"Certificates mean nothing. Only real experience matters."
"1940",NA,NA,""
"1941",1,1,""
"1942",2,2,"TIMTOWTDI is a Perl motto. The language was designed with this idea in mind, in that it ""doesn't try to tell the programmer how to program.""  I fear a cert. will drive us to much towards Python's ""only ONE way to do it"" (if you want the cert)."
"1943",2,4,""
"1944",5,5,""
"1945",NA,NA,""
"1946",3,5,""
"1947",NA,NA,""
"1948",1,1,""
"1949",2,2,"Who would certify? There's too much material to cover and differences in priorities to make certification meaningful. I'd rather hire someone with a CS degree or Biology degree and interview them to get the specifics of what I need. Certification could pass lower quality workers than a 4-year accredited institution."
"1950",4,5,""
"1951",2,4,""
"1952",7,7,""
"1953",4,1,""
"1954",3,1,""
"1955",3,6,"Not a bad idea, I suppose. It adds respectability to management, some of whom are suckers for certifications. Does very little on the ground, though. But there isn't much to lose from the effort, I feel."
"1956",5,6,""
"1957",NA,NA,""
"1958",6,6,"Include best practices and modern Perl (Moose, Catalyst, etc.)"
"1959",6,6,""
"1960",NA,NA,""
"1961",2,5,""
"1962",3,4,""
"1963",7,7,""
"1964",NA,NA,""
"1965",5,5,""
"1966",5,5,""
"1967",NA,NA,""
"1968",NA,NA,""
"1969",2,2,"It's a trap!"
"1970",NA,NA,""
"1971",1,1,""
"1972",3,3,""
"1973",1,1,""
"1974",2,1,""
"1975",NA,NA,""
"1976",NA,2,""
"1977",NA,NA,""
"1978",5,5,""
"1979",2,3,""
"1980",NA,NA,""
"1981",6,6,""
"1982",3,3,""
"1983",2,2,"Recommendations from trusted sources are much more valuable than certifications."
"1984",NA,NA,""
"1985",1,1,"do i have to pass a test ?"
"1986",5,6,""
"1987",5,5,""
"1988",1,1,""
"1989",1,1,""
"1990",1,1,""
"1991",5,6,""
"1992",NA,NA,""
"1993",1,1,""
"1994",6,6,""
"1995",2,2,"Certification is for bureaucracies, and for the certifiers to make money. I've only seen a negative relationship between software certification and competency.[CR]"
"1996",3,1,""
"1997",3,5,""
"1998",NA,NA,""
"1999",3,5,""
"2000",NA,NA,""
"2001",3,3,""
"2002",1,6,""
"2003",6,6,""
"2004",NA,NA,""
"2005",6,6,""
"2006",3,5,"Might make it easier to identify good candidates when hiring"
"2007",NA,NA,""
"2008",NA,NA,""
"2009",NA,NA,""
"2010",NA,NA,""
"2011",NA,NA,""
"2012",6,1,""
"2013",NA,NA,""
"2014",5,6,""
"2015",5,6,""
"2016",3,3,"A Certificate can never tell you if he is a good coder."
"2017",2,2,""
"2018",NA,NA,""
"2019",3,3,""
"2020",1,1,""
"2021",NA,NA,""
"2022",3,3,""
"2023",2,5,"probably a good idea as it would raise awareness of Perl"
"2024",1,6,""
"2025",2,2,"perldoc -q ANSI[CR]"
"2026",4,4,""
"2027",NA,NA,""
"2028",5,5,""
"2029",1,1,""
"2030",NA,NA,""
"2031",2,2,""
"2032",NA,NA,""
"2033",6,6,""
"2034",5,4,"It's not really useful except as evidence that you have done some training. Since I have to provide such evidence, there would be a minor benefit to me."
"2035",NA,NA,""
"2036",5,5,""
"2037",1,1,""
"2038",NA,NA,""
"2039",1,1,""
"2040",6,6,""
"2041",6,6,""
"2042",4,4,""
"2043",3,3,""
"2044",3,1,""
"2045",1,5,""
"2046",7,7,""
"2047",NA,NA,""
"2048",NA,NA,""
"2049",7,7,"Even if a lot of people don't agree with certification, I it would provide a credibility for the language adoption by businesses. I think it would be beneficial."
"2050",NA,NA,""
"2051",5,5,""
"2052",NA,NA,""
"2053",2,2,"The language need better perception amongst managers, certification will not help if there are no Perl projects."
"2054",4,4,"I'm not even certified in SAS, and I've been using it 25 years.  Certifications mean you can pass a standardized test about a language, and do not necessarily mean you're good at programming in that language."
"2055",1,1,""
"2056",7,7,"I hope it has a rating. People can go sit for the certification test and be rated."
"2057",3,6,""
"2058",3,NA,""
"2059",3,4,""
"2060",2,2,""
"2061",NA,NA,""
"2062",2,2,""
"2063",NA,NA,""
"2064",2,2,"certification in general considered harmful"
"2065",NA,NA,""
"2066",NA,NA,""
"2067",6,6,""
"2068",1,1,""
"2069",1,1,""
"2070",3,3,""
"2071",4,4,""
"2072",1,1,"certification eq (Java && .NET)? Don't know![CR]Really don't know!"
"2073",NA,NA,""
"2074",6,5,"Certification certainly helps in big conservative enterprises.[CR]It should cover PBP, 'modern' perl modules, Test::*, deployment/installation issues CPAN::(Mini),Shipwright...[CR]We need to show that we have a toolchain and best practices."
"2075",4,5,""
"2076",NA,NA,""
"2077",NA,NA,""
"2078",2,2,""
"2079",2,2,""
"2080",2,5,""
"2081",1,1,""
"2082",NA,NA,""
"2083",6,6,"Honestly I think on one hand it is silly but since so many employers and such evaluate things based on how many certifications you have, it'd be useful to help people think of it as a ""real"" language.  I've had people laugh at me when I mention how much I get paid an hour to do other languages and go ""Heh, you realize a perl expert wouldn't even get paid that much, right?""  "
"2084",3,3,"I've never come across an instance when certification means more than the paper it's printed on."
"2085",1,1,""
"2086",2,1,""
"2087",6,6,""
"2088",2,3,"I'd be suspicious of anybody who'd felt the need to get certified."
"2089",NA,NA,""
"2090",5,5,"Most Perl programmers I know have no certification. I think it would be useful even if it's just to satisfy your own curiousity."
"2091",1,1,""
"2092",1,1,""
"2093",4,6,""
"2094",3,1,""
"2095",2,4,""
"2096",NA,NA,""
"2097",6,6,""
"2098",5,5,"Not sure it's needed, just showing off your CPAN modules should be enough."
"2099",2,3,""
"2100",NA,NA,""
"2101",3,5,""
"2102",NA,NA,""
"2103",NA,NA,""
"2104",NA,NA,""
"2105",5,5,""
"2106",5,6,"There are many ""dialects"" of Perl used in different Perl asepects... OO, Moose, POE, Catalyst, etc... I think it's pretty hard to ""standardize"" this in a certification.[CR][CR]Formation in CPAN and community would be nice too"
