"","versions_of_perl_commonly_used_5.4","versions_of_perl_commonly_used_5.0005","versions_of_perl_commonly_used_5.6","versions_of_perl_commonly_used_5.8","versions_of_perl_commonly_used_5.10","versions_of_perl_commonly_used_5.12","version_of_perl_used_most_frequently"
"2334",0,0,0,1,0,0,4
"2335",0,0,0,0,0,0,NA
"2336",0,0,0,0,0,1,6
"2337",0,0,0,1,1,0,4
"2338",0,0,0,0,0,0,NA
"2339",0,0,1,1,1,1,5
"2340",0,0,0,1,1,0,5
"2341",0,0,0,1,1,0,4
"2342",0,0,0,0,0,0,NA
"2343",0,0,0,1,1,0,4
"2344",0,0,0,1,1,0,5
"2345",0,0,0,1,1,0,5
"2346",0,0,0,0,0,0,NA
"2347",0,0,0,1,1,0,5
"2348",0,0,0,1,1,0,4
"2349",0,1,1,1,1,0,4
"2350",0,0,1,1,1,0,4
"2351",0,0,0,1,0,0,4
"2352",0,0,0,0,0,0,NA
"2353",0,0,0,1,1,0,5
"2354",0,0,0,0,0,0,NA
"2355",0,0,0,1,0,0,4
"2356",0,0,0,0,0,0,NA
"2357",0,0,0,1,1,0,5
"2358",0,0,0,0,1,1,5
"2359",0,0,1,1,1,0,4
"2360",0,0,1,1,1,0,4
"2361",0,0,0,1,1,0,4
"2362",0,0,1,1,0,0,4
"2363",0,0,0,0,0,0,NA
"2364",0,0,0,1,1,0,5
"2365",0,0,0,0,0,0,NA
"2366",0,0,0,0,1,0,5
"2367",0,0,0,1,1,0,4
"2368",0,0,0,0,1,0,5
"2369",0,0,1,1,0,0,4
"2370",0,0,0,1,0,0,4
"2371",0,0,0,1,0,0,4
"2372",0,0,0,0,0,0,NA
"2373",0,0,0,0,1,0,5
"2374",0,0,0,0,1,1,5
"2375",0,0,1,0,0,0,3
"2376",0,0,0,1,1,0,5
"2377",0,0,0,0,1,0,5
"2378",0,0,0,1,0,1,4
"2379",0,0,0,1,1,0,4
"2380",0,0,0,1,1,1,6
"2381",0,0,0,0,0,0,NA
"2382",0,0,0,1,1,0,4
"2383",0,0,0,0,0,0,NA
"2384",0,0,0,0,0,0,NA
"2385",0,0,1,1,1,0,5
"2386",0,0,0,1,1,0,4
"2387",0,0,0,0,1,0,5
"2388",0,0,1,1,0,0,4
"2389",0,0,0,0,0,0,NA
"2390",0,0,0,1,1,0,5
"2391",1,1,1,0,0,0,3
"2392",0,0,0,1,1,1,5
"2393",0,1,0,0,0,1,6
"2394",0,0,0,0,0,0,NA
"2395",0,0,0,1,1,0,4
"2396",0,0,0,0,0,0,NA
"2397",0,0,0,0,0,0,NA
"2398",0,0,0,1,1,0,5
"2399",0,0,0,0,0,0,NA
"2400",0,0,0,1,0,0,4
"2401",0,0,0,1,0,0,4
"2402",0,0,0,0,1,1,6
"2403",0,0,0,0,0,0,NA
"2404",0,0,0,1,0,0,4
"2405",0,0,0,0,0,0,NA
"2406",0,0,0,0,0,0,NA
"2407",0,0,0,0,0,0,3
"2408",0,0,0,0,0,0,NA
"2409",0,0,0,1,0,0,4
"2410",0,0,0,0,0,0,NA
"2411",1,0,0,0,0,0,1
"2412",0,0,0,0,0,0,NA
"2413",0,0,0,1,0,0,4
"2414",0,0,0,1,0,0,4
"2415",0,0,0,1,0,0,4
"2416",0,0,0,1,1,0,5
"2417",0,0,0,1,0,0,4
"2418",0,0,0,0,1,0,5
"2419",0,0,0,0,0,0,NA
"2420",0,0,0,1,1,0,5
"2421",1,0,1,1,0,0,3
"2422",0,0,1,1,0,0,4
"2423",0,0,0,0,0,0,NA
"2424",0,0,0,1,0,0,4
"2425",0,0,0,1,1,0,4
"2426",0,0,0,0,0,0,NA
"2427",0,0,0,0,1,0,5
"2428",0,0,0,1,1,0,4
"2429",0,0,0,0,1,0,5
"2430",0,0,0,1,1,0,4
"2431",0,0,0,1,1,1,4
"2432",0,0,0,0,1,0,5
"2433",0,0,0,1,1,0,5
"2434",0,0,0,0,1,0,5
"2435",0,0,0,1,1,0,5
"2436",0,0,0,1,1,1,5
"2437",0,0,0,1,0,0,4
"2438",0,0,0,1,1,0,5
"2439",0,0,0,1,1,0,5
"2440",0,0,0,1,1,1,6
"2441",0,0,0,0,1,0,5
"2442",0,0,0,1,1,0,4
"2443",0,0,0,0,0,0,NA
"2444",0,0,0,1,1,0,4
"2445",0,0,0,1,1,0,4
"2446",0,0,0,1,0,0,4
"2447",0,0,0,1,1,0,5
"2448",0,0,0,1,0,0,4
"2449",0,0,0,0,0,0,NA
"2450",0,0,0,1,1,1,5
"2451",0,0,0,0,0,0,NA
"2452",0,0,0,0,1,1,5
"2453",0,0,0,1,1,1,4
"2454",0,0,0,0,1,0,5
"2455",0,0,0,1,1,0,5
"2456",0,0,0,1,0,1,4
"2457",0,0,0,1,1,0,4
"2458",0,0,0,1,0,0,4
"2459",0,0,0,1,1,0,5
"2460",0,0,0,1,1,0,5
"2461",0,0,0,1,0,0,4
"2462",0,0,0,1,1,0,5
"2463",0,0,0,1,1,0,5
"2464",0,0,0,0,0,0,NA
"2465",0,0,1,1,0,0,4
"2466",0,0,0,1,1,0,5
"2467",0,0,0,0,0,0,NA
"2468",0,0,0,0,0,0,NA
"2469",0,0,1,1,1,0,4
"2470",0,0,0,0,1,1,5
"2471",0,0,0,0,1,0,5
"2472",0,0,0,1,0,0,4
"2473",0,0,0,1,1,0,5
"2474",0,0,0,0,0,0,NA
"2475",0,0,0,1,1,1,4
"2476",0,0,0,0,1,1,6
"2477",0,0,0,1,1,0,5
"2478",0,0,0,0,0,0,NA
"2479",0,0,0,1,0,0,4
"2480",0,0,0,0,1,1,6
"2481",0,0,1,1,1,0,4
"2482",0,0,0,1,1,0,5
"2483",0,0,0,1,1,0,5
"2484",0,0,0,1,1,0,5
"2485",0,0,0,1,1,0,5
"2486",0,0,0,1,1,0,5
"2487",0,0,0,0,1,1,5
"2488",0,0,0,1,1,0,5
"2489",0,0,0,0,1,0,5
"2490",0,0,0,0,0,0,NA
"2491",0,0,0,0,0,0,NA
"2492",0,0,0,1,1,0,5
"2493",0,0,0,1,1,1,5
"2494",0,0,1,1,0,0,3
"2495",0,0,0,1,1,0,5
"2496",0,0,0,0,1,0,5
"2497",0,0,0,1,1,0,5
"2498",0,0,0,0,0,0,NA
"2499",0,0,0,0,1,0,5
"2500",0,0,0,0,1,0,5
"2501",0,0,0,1,1,0,5
"2502",0,0,0,0,0,0,NA
"2503",0,0,0,1,1,0,5
"2504",0,0,0,0,1,1,6
"2505",0,0,0,0,0,0,NA
"2506",0,1,0,0,0,0,2
"2507",0,0,1,1,0,0,4
"2508",0,0,0,0,0,0,NA
"2509",0,0,1,1,0,0,4
"2510",0,0,0,1,1,0,4
"2511",0,0,0,0,0,0,NA
"2512",0,0,0,1,0,0,4
"2513",0,0,0,0,1,1,5
"2514",0,0,0,1,1,1,5
"2515",0,0,0,1,1,0,4
"2516",0,0,0,1,1,0,4
"2517",0,0,0,0,0,0,NA
"2518",0,0,0,1,1,0,4
"2519",0,0,0,1,0,0,4
"2520",0,0,0,1,1,0,5
"2521",0,0,0,0,1,0,5
"2522",0,0,0,1,1,0,5
"2523",0,0,0,0,0,0,NA
"2524",0,0,0,1,1,0,4
"2525",0,0,0,0,1,1,5
"2526",0,0,0,1,1,0,4
"2527",0,0,0,0,0,0,NA
"2528",0,0,0,1,0,0,4
"2529",0,0,0,1,1,0,4
"2530",0,0,0,0,1,0,5
"2531",0,0,0,1,1,0,4
"2532",0,0,0,1,0,0,4
"2533",0,0,0,1,0,0,4
"2534",0,0,0,1,1,0,5
"2535",0,0,0,1,1,0,5
"2536",0,0,0,1,0,0,5
"2537",0,0,0,1,1,1,5
"2538",0,0,0,1,1,0,4
"2539",0,0,0,0,0,0,NA
"2540",0,0,0,1,1,0,4
"2541",0,0,0,0,0,1,6
"2542",0,0,0,0,1,0,5
"2543",0,0,0,1,1,0,5
"2544",1,1,1,0,0,0,3
"2545",0,0,0,1,1,0,4
"2546",0,0,0,1,1,0,4
"2547",0,0,1,1,1,0,4
"2548",0,0,0,1,1,0,5
"2549",0,0,0,0,1,0,5
"2550",0,0,0,0,1,0,5
"2551",0,0,0,1,1,0,5
"2552",0,0,1,1,0,0,4
"2553",0,0,0,1,1,1,5
"2554",0,0,0,1,1,0,4
"2555",0,0,0,0,1,1,6
"2556",0,0,0,0,0,0,NA
"2557",0,0,0,0,1,0,5
"2558",0,0,0,0,0,0,NA
"2559",0,0,0,0,1,0,5
"2560",0,0,0,1,0,0,4
"2561",0,0,0,0,1,0,5
"2562",0,0,0,1,1,0,5
"2563",0,0,0,1,0,0,4
"2564",0,0,0,1,0,0,4
"2565",0,0,0,0,1,0,5
"2566",0,0,0,1,1,1,5
"2567",0,0,0,1,1,0,5
"2568",0,0,0,1,0,0,4
"2569",0,0,0,0,1,0,5
"2570",0,0,0,1,1,1,5
"2571",0,0,0,0,1,0,6
"2572",0,0,0,1,0,0,4
"2573",0,0,0,0,1,0,5
"2574",0,0,0,0,1,0,5
"2575",0,0,0,1,1,0,5
"2576",0,0,0,1,1,0,5
"2577",0,0,0,0,1,1,5
"2578",0,0,0,0,1,0,5
"2579",0,0,0,0,0,0,NA
"2580",0,0,0,0,0,0,NA
"2581",0,0,0,0,1,0,5
"2582",0,0,0,0,0,0,NA
"2583",0,0,0,1,1,0,4
"2584",0,0,0,0,1,0,5
"2585",0,0,0,1,1,0,4
"2586",0,0,0,1,1,0,5
"2587",0,0,0,0,1,0,5
"2588",0,0,0,1,1,0,4
"2589",0,0,0,0,1,1,6
"2590",0,0,0,0,0,0,NA
"2591",0,0,0,0,0,0,NA
"2592",0,0,0,0,1,0,5
"2593",0,0,0,1,1,0,4
"2594",0,0,1,0,0,0,3
"2595",0,0,0,0,1,0,5
"2596",0,0,0,0,0,0,NA
"2597",0,0,0,0,0,0,NA
"2598",0,0,0,0,0,1,6
"2599",0,0,0,1,1,0,4
"2600",0,0,0,1,1,0,5
"2601",0,0,0,0,0,0,NA
"2602",0,0,1,1,1,0,4
"2603",0,0,0,0,0,0,NA
"2604",0,0,0,0,0,0,NA
"2605",0,0,0,0,0,0,NA
"2606",0,0,0,1,1,0,5
"2607",0,0,1,0,0,0,3
"2608",0,0,0,0,1,0,5
"2609",0,0,1,1,1,0,5
"2610",0,0,0,1,1,0,4
"2611",0,0,0,0,1,0,5
"2612",0,0,0,1,0,0,4
"2613",0,0,0,0,0,1,6
"2614",0,0,0,1,1,0,5
"2615",0,0,0,1,1,0,4
"2616",0,0,0,0,1,0,5
"2617",0,0,0,1,1,0,4
"2618",0,0,0,1,1,0,5
"2619",0,0,0,1,1,0,5
"2620",0,0,0,0,1,1,6
"2621",0,0,1,1,0,0,4
"2622",0,0,0,0,1,1,5
"2623",0,0,0,1,0,1,4
"2624",0,0,0,1,1,0,4
"2625",0,0,1,1,0,0,4
"2626",0,0,0,1,0,1,4
"2627",0,0,0,1,0,1,4
"2628",0,0,0,0,1,0,5
"2629",0,0,1,1,1,0,5
"2630",0,0,0,1,1,0,4
"2631",0,0,0,1,0,0,4
"2632",0,0,0,1,1,0,4
"2633",0,0,0,0,0,0,NA
"2634",1,0,1,0,0,0,3
"2635",0,0,0,1,1,0,5
"2636",0,0,0,1,1,0,5
"2637",0,0,0,1,1,1,5
"2638",0,0,0,0,0,0,NA
"2639",0,0,1,1,0,0,4
"2640",0,0,0,1,0,0,4
"2641",0,0,0,1,1,0,5
"2642",0,0,0,0,1,1,6
"2643",0,0,1,1,1,0,4
"2644",0,0,0,0,0,0,NA
"2645",0,0,0,1,1,0,4
"2646",0,0,0,0,1,0,5
"2647",0,0,0,0,0,0,NA
"2648",0,0,0,1,1,0,5
"2649",0,0,0,0,0,0,NA
"2650",0,0,0,1,1,0,4
"2651",0,0,0,1,1,0,4
"2652",0,0,1,1,0,0,4
"2653",0,0,0,0,0,0,NA
"2654",0,0,0,1,1,0,4
"2655",0,0,0,1,1,0,4
"2656",0,0,0,0,1,0,5
"2657",0,0,0,0,0,0,NA
"2658",0,0,0,1,0,0,4
"2659",0,0,0,1,1,0,5
"2660",0,0,0,1,1,0,4
"2661",0,0,0,0,0,1,6
"2662",0,0,0,1,0,1,4
"2663",0,0,0,0,1,1,5
"2664",0,0,0,0,1,0,5
"2665",0,0,0,0,0,0,NA
"2666",0,0,0,1,0,0,4
"2667",0,0,0,0,0,0,NA
"2668",1,1,1,0,1,1,1
"2669",0,0,0,1,0,0,4
"2670",0,0,0,0,0,0,NA
"2671",0,0,0,1,0,0,4
"2672",0,0,0,1,1,0,4
"2673",0,0,1,1,1,0,5
"2674",0,0,0,0,1,0,5
"2675",0,0,0,0,0,0,NA
"2676",0,0,0,0,0,0,NA
"2677",0,0,0,0,1,0,5
"2678",0,0,0,1,0,0,4
"2679",0,0,0,0,1,0,5
"2680",0,0,0,1,0,0,4
"2681",0,0,0,0,0,0,NA
"2682",0,0,0,1,0,0,5
"2683",0,0,0,1,1,0,5
"2684",0,0,0,0,0,0,NA
"2685",0,0,0,1,1,0,5
"2686",0,0,0,0,1,0,5
"2687",0,0,0,0,1,1,6
"2688",0,0,0,1,1,0,5
"2689",0,0,0,1,0,0,4
"2690",0,0,0,1,0,0,4
"2691",0,0,1,0,0,0,3
"2692",0,0,0,0,0,0,NA
"2693",0,0,0,1,1,0,4
"2694",0,0,0,1,0,0,4
"2695",0,0,0,1,1,0,5
"2696",0,0,0,1,1,0,5
"2697",0,0,0,1,1,0,4
"2698",0,0,0,1,1,0,4
"2699",0,0,0,1,0,0,4
"2700",0,0,0,1,1,0,5
"2701",0,0,0,1,1,0,5
"2702",0,0,0,1,0,1,4
"2703",0,0,0,0,1,1,5
"2704",0,0,0,0,1,0,5
"2705",0,0,0,1,1,0,5
"2706",0,0,1,0,0,0,3
"2707",0,0,0,1,1,0,5
"2708",0,0,0,0,0,0,NA
"2709",0,0,1,0,0,0,3
"2710",0,0,0,1,1,0,4
"2711",0,0,0,0,1,0,5
"2712",0,0,0,1,1,0,4
"2713",0,0,0,0,0,0,NA
"2714",0,0,0,1,1,0,5
"2715",0,0,1,1,0,0,4
"2716",0,0,0,0,1,0,5
"2717",0,0,0,1,1,0,5
"2718",0,0,0,0,0,0,NA
"2719",0,0,0,0,1,1,6
"2720",0,0,0,1,1,1,5
"2721",0,0,0,0,0,0,NA
"2722",0,0,0,0,1,1,5
"2723",0,0,0,1,1,0,4
"2724",0,0,1,1,1,0,5
"2725",0,0,0,0,1,0,5
"2726",0,1,1,1,1,0,5
"2727",0,0,0,1,1,0,5
"2728",0,0,0,1,1,0,5
"2729",0,0,0,1,1,0,5
"2730",0,0,0,1,1,0,4
"2731",0,0,0,0,1,0,5
"2732",0,0,0,1,0,0,4
"2733",0,0,0,1,1,1,5
"2734",0,0,0,0,0,0,NA
"2735",0,0,0,1,0,0,4
"2736",0,0,0,1,1,0,4
"2737",0,0,0,0,1,0,5
"2738",0,1,1,1,1,1,6
"2739",0,0,0,1,1,0,5
"2740",0,0,0,1,1,0,6
"2741",0,0,0,0,0,0,NA
"2742",0,0,0,1,1,0,5
"2743",0,0,0,1,1,0,5
"2744",0,0,0,0,0,0,NA
"2745",0,0,0,1,0,0,4
"2746",0,0,0,1,1,0,5
"2747",0,0,0,1,1,0,4
"2748",0,0,0,0,1,0,5
"2749",0,0,0,0,1,1,6
"2750",0,0,0,1,0,0,4
"2751",0,0,0,1,1,0,4
"2752",0,0,0,0,0,0,NA
"2753",0,0,0,0,0,0,NA
"2754",0,0,1,1,0,0,4
"2755",0,0,1,1,1,0,3
"2756",0,0,0,1,1,0,5
"2757",0,0,0,0,0,0,NA
"2758",0,0,0,1,0,0,4
"2759",0,0,0,1,1,0,5
"2760",0,0,0,0,1,0,5
"2761",0,0,0,1,1,1,5
"2762",0,0,0,0,0,0,NA
"2763",0,0,0,0,1,0,5
"2764",0,0,0,1,0,0,4
"2765",0,0,0,0,1,0,5
"2766",0,0,0,0,0,0,NA
"2767",0,0,0,0,0,0,NA
"2768",0,0,0,1,0,0,5
"2769",0,0,0,0,0,0,NA
"2770",0,0,0,1,1,0,5
"2771",0,0,0,0,1,1,5
"2772",0,0,1,1,1,0,5
"2773",0,0,0,0,0,0,NA
"2774",0,0,0,0,0,0,NA
"2775",0,0,0,1,1,0,5
"2776",0,0,0,1,1,0,5
"2777",0,0,0,1,1,1,5
"2778",0,0,1,0,1,0,5
"2779",0,0,0,1,1,0,5
"2780",0,1,0,1,1,0,5
"2781",0,0,0,0,0,0,NA
"2782",0,0,0,1,0,0,4
"2783",0,0,0,1,1,0,5
"2784",0,0,0,1,1,0,5
"2785",0,0,0,1,1,0,5
"2786",0,0,0,0,0,0,NA
"2787",0,0,0,1,0,0,4
"2788",0,0,0,1,1,0,4
"2789",0,0,0,1,1,0,4
"2790",0,0,0,1,0,0,4
"2791",0,0,0,1,1,0,4
"2792",0,1,1,1,0,0,5
"2793",0,0,0,1,1,0,5
"2794",0,1,0,1,0,0,4
"2795",0,0,0,0,0,0,NA
"2796",0,0,0,1,0,1,4
"2797",0,0,0,1,1,0,4
"2798",0,0,0,1,1,1,5
"2799",0,0,1,1,1,0,5
"2800",0,0,0,1,1,0,5
"2801",0,0,0,0,0,0,NA
"2802",0,0,0,1,1,0,5
"2803",1,1,1,1,1,1,3
"2804",0,0,0,1,1,0,5
"2805",0,0,0,0,0,0,NA
"2806",0,0,1,1,0,0,4
"2807",0,0,0,0,1,0,5
"2808",0,0,0,0,1,0,5
"2809",0,0,0,1,1,0,5
"2810",0,0,0,1,0,0,4
"2811",0,0,1,1,1,0,5
"2812",0,0,1,1,0,0,4
"2813",0,0,0,1,1,0,4
"2814",0,0,0,0,0,0,NA
"2815",0,0,0,0,0,0,NA
"2816",0,0,0,0,0,0,NA
"2817",0,0,0,1,0,0,4
"2818",0,0,0,1,1,0,4
"2819",0,0,0,1,1,0,5
"2820",0,0,0,1,1,1,5
"2821",0,0,0,0,0,0,NA
"2822",0,0,0,0,1,0,5
"2823",0,0,0,0,0,0,NA
"2824",0,0,0,1,1,0,5
"2825",0,0,0,0,0,0,NA
"2826",0,0,0,0,1,0,5
"2827",0,0,1,1,1,0,5
"2828",0,0,0,1,1,0,4
"2829",0,0,0,1,1,0,5
"2830",0,0,0,0,0,0,NA
"2831",0,0,0,0,0,0,NA
"2832",0,0,0,0,0,0,NA
"2833",0,0,0,1,1,0,NA
"2834",0,0,0,1,1,0,5
"2835",0,0,0,0,1,1,5
"2836",1,0,1,0,0,0,2
"2837",0,0,0,1,0,0,4
"2838",0,0,0,0,0,0,NA
"2839",0,0,0,1,0,0,5
"2840",0,0,0,0,1,0,5
"2841",0,0,1,1,1,0,4
"2842",0,0,0,1,1,1,5
"2843",0,0,1,1,0,0,4
"2844",0,0,0,1,1,0,4
"2845",0,0,0,1,1,0,5
"2846",0,0,0,0,1,0,5
"2847",0,0,0,1,0,0,4
"2848",0,0,0,1,1,0,5
"2849",0,0,0,1,1,0,4
"2850",0,0,0,0,1,0,5
"2851",0,0,0,1,0,0,4
"2852",0,0,0,0,1,0,5
"2853",0,0,0,1,1,0,5
"2854",0,0,0,0,0,0,NA
"2855",0,0,1,1,0,0,4
"2856",0,0,0,0,1,0,5
"2857",1,0,0,1,0,0,1
"2858",0,0,0,0,1,0,5
"2859",0,0,0,1,1,0,4
"2860",0,0,0,1,0,1,4
"2861",0,0,0,0,1,0,5
"2862",0,0,0,0,1,0,5
"2863",0,0,0,0,1,0,5
"2864",0,0,0,1,1,0,4
"2865",0,0,0,1,0,0,4
"2866",0,0,0,1,1,0,4
"2867",0,0,1,1,0,0,4
"2868",0,0,0,1,0,0,4
"2869",0,0,0,1,0,0,4
"2870",0,0,0,0,0,0,NA
"2871",0,0,0,1,1,0,4
"2872",0,0,0,0,1,1,6
"2873",0,0,0,1,1,0,4
"2874",0,0,0,1,0,0,4
"2875",0,0,0,1,1,0,5
"2876",0,0,0,1,0,0,4
"2877",0,0,0,1,0,0,4
"2878",0,0,1,1,1,0,4
"2879",0,0,0,1,1,0,5
"2880",0,0,1,1,0,0,4
"2881",0,0,0,1,1,0,4
"2882",0,1,1,1,0,0,4
"2883",0,0,0,1,1,0,5
"2884",0,0,0,1,1,0,5
"2885",0,0,0,1,1,1,6
"2886",0,0,0,0,0,0,NA
"2887",0,0,0,1,1,0,5
"2888",0,0,0,1,1,0,5
"2889",0,0,0,0,1,0,5
"2890",0,0,0,1,1,0,5
"2891",0,0,1,1,1,0,4
"2892",0,0,0,1,0,0,4
"2893",0,0,0,1,0,0,4
"2894",0,0,0,1,1,0,4
"2895",0,0,0,1,1,1,6
"2896",0,0,0,0,0,0,NA
"2897",0,0,0,0,0,0,NA
"2898",0,1,0,0,0,0,4
"2899",0,0,0,1,1,1,4
"2900",0,0,0,0,1,0,5
"2901",0,0,0,0,1,0,5
"2902",0,0,0,1,1,1,4
"2903",0,0,0,0,0,0,NA
"2904",0,0,0,1,1,0,5
"2905",0,0,0,1,1,0,5
"2906",0,0,1,1,1,0,4
"2907",0,0,1,0,1,0,5
"2908",0,0,0,1,0,0,4
"2909",0,0,0,0,1,0,5
"2910",0,0,0,0,1,0,5
"2911",0,0,0,0,1,0,5
"2912",0,0,0,0,0,1,6
"2913",0,0,0,1,0,0,4
"2914",0,1,0,0,1,1,5
"2915",0,0,0,1,0,0,4
"2916",0,0,0,1,0,0,4
"2917",0,0,0,1,0,0,4
"2918",0,0,0,1,0,0,4
"2919",0,0,0,1,1,0,5
"2920",0,0,0,0,1,1,5
"2921",0,0,0,1,0,0,4
"2922",0,0,1,1,1,0,5
"2923",0,0,0,1,1,0,5
"2924",0,0,0,1,1,0,5
"2925",0,0,0,1,1,0,5
"2926",0,0,0,1,1,0,5
"2927",0,0,0,1,1,0,5
"2928",0,0,0,1,0,0,4
"2929",0,0,0,1,1,1,5
"2930",0,0,0,1,1,0,4
"2931",0,0,0,0,1,0,5
"2932",0,0,0,0,0,0,NA
"2933",0,0,0,1,1,0,5
"2934",0,0,0,1,1,0,5
"2935",0,0,0,0,0,0,NA
"2936",0,0,0,1,1,0,5
"2937",0,0,0,0,0,0,NA
"2938",0,0,0,1,1,0,5
"2939",0,0,0,0,0,0,NA
"2940",0,0,0,1,1,0,4
"2941",0,0,0,0,0,0,NA
"2942",0,0,1,1,1,0,5
"2943",0,0,0,1,0,0,4
"2944",0,0,0,0,0,0,NA
"2945",0,0,0,0,0,0,NA
"2946",0,0,0,1,0,0,4
"2947",0,0,1,1,0,0,4
"2948",0,0,0,0,1,0,5
"2949",0,0,0,1,1,0,5
"2950",0,0,0,1,0,0,4
"2951",0,0,0,1,1,0,4
"2952",0,0,0,1,1,0,5
"2953",0,0,0,0,1,0,5
"2954",0,0,0,1,1,0,5
"2955",0,0,1,1,1,0,5
"2956",0,0,0,0,1,0,5
"2957",0,0,0,0,0,0,NA
"2958",0,0,0,0,0,0,NA
"2959",0,0,0,0,0,0,NA
"2960",0,0,0,1,1,0,5
"2961",0,0,0,1,0,0,4
"2962",0,0,0,1,1,0,5
"2963",0,0,0,0,0,0,NA
"2964",0,0,0,0,0,0,NA
"2965",0,0,0,1,0,0,4
"2966",0,0,0,1,0,0,4
"2967",1,1,1,1,0,0,4
"2968",0,0,0,1,1,0,5
"2969",0,0,0,1,1,0,4
"2970",0,0,0,1,1,0,5
"2971",0,0,0,0,0,0,NA
"2972",0,0,0,0,0,0,NA
"2973",0,0,0,0,0,0,NA
"2974",0,0,0,0,0,0,NA
"2975",0,0,0,0,1,1,6
"2976",0,0,0,1,1,0,5
"2977",0,0,0,1,1,1,4
"2978",0,0,0,1,1,1,6
"2979",0,0,0,0,1,0,NA
"2980",0,0,0,1,1,0,4
"2981",0,0,0,0,1,0,5
"2982",0,0,0,1,1,0,4
"2983",0,0,0,1,1,0,5
"2984",0,0,0,1,1,0,5
"2985",0,1,0,0,0,0,2
"2986",0,0,0,1,1,0,4
"2987",0,0,0,1,1,0,5
"2988",0,0,0,0,1,1,5
"2989",0,0,0,1,1,0,5
"2990",0,0,0,1,1,1,6
"2991",0,0,0,1,1,0,5
"2992",0,0,0,0,1,0,5
"2993",0,0,0,0,0,0,NA
"2994",0,0,0,1,0,0,4
"2995",0,0,0,1,1,0,5
"2996",0,0,0,0,1,1,6
"2997",0,0,0,0,1,0,5
"2998",0,0,1,1,0,0,4
"2999",0,0,0,1,1,0,5
"3000",0,0,0,0,1,0,5
"3001",0,0,1,0,1,0,3
"3002",0,0,0,0,0,0,NA
"3003",0,0,0,1,1,0,4
"3004",0,0,0,0,0,0,NA
"3005",0,0,0,1,1,0,4
"3006",0,0,0,0,1,0,5
"3007",0,0,0,0,0,0,NA
"3008",0,0,0,1,1,0,4
"3009",0,0,0,1,1,0,5
"3010",0,0,0,0,0,0,NA
"3011",0,0,0,1,0,0,4
"3012",0,0,0,0,1,0,5
"3013",0,0,0,0,1,0,5
"3014",0,0,0,0,1,0,5
"3015",0,0,0,0,1,0,5
"3016",0,0,1,0,0,0,3
"3017",0,0,0,1,1,0,4
"3018",0,0,0,1,1,1,5
"3019",0,0,0,1,0,0,4
"3020",0,0,0,0,0,0,NA
"3021",0,0,0,1,1,0,5
"3022",0,0,0,0,0,0,5
"3023",0,0,0,0,1,0,5
"3024",0,0,1,0,0,0,3
"3025",0,0,0,1,0,0,4
"3026",0,0,0,1,0,0,4
"3027",0,0,0,1,0,0,4
"3028",0,0,0,0,1,0,5
"3029",0,0,0,1,1,0,5
"3030",0,1,1,1,1,0,5
"3031",0,0,0,0,1,1,6
"3032",0,0,0,0,0,0,NA
"3033",0,0,0,0,1,0,5
"3034",0,0,0,0,1,1,5
"3035",0,0,0,0,0,0,NA
"3036",0,0,0,1,1,0,4
"3037",0,0,0,1,1,0,5
"3038",0,0,0,1,1,0,5
"3039",0,0,0,0,1,0,5
"3040",0,0,0,1,0,0,4
"3041",0,0,0,0,1,0,5
"3042",0,0,0,0,1,0,5
"3043",0,0,0,1,1,1,5
"3044",0,0,0,1,0,1,4
"3045",0,0,0,1,0,0,4
"3046",0,0,0,1,1,0,5
"3047",0,1,0,1,1,0,5
"3048",0,0,0,1,0,0,4
"3049",0,0,1,1,0,0,4
"3050",0,0,0,1,0,0,4
"3051",0,0,0,1,1,0,5
"3052",0,0,0,0,1,1,6
"3053",0,0,0,1,1,0,4
"3054",0,0,0,0,0,0,NA
"3055",0,0,0,1,0,0,4
"3056",0,0,0,1,0,0,4
"3057",0,0,0,0,0,0,NA
"3058",0,0,0,1,1,0,5
"3059",1,1,1,1,0,0,4
"3060",0,0,0,0,0,0,NA
"3061",0,0,0,1,1,1,5
"3062",0,0,0,1,1,0,5
"3063",0,0,1,1,0,0,4
"3064",0,0,0,1,1,0,5
"3065",1,0,0,0,0,0,1
"3066",0,0,0,0,0,0,NA
"3067",0,0,0,0,1,0,5
"3068",0,0,0,1,1,0,4
"3069",0,0,0,1,1,0,5
"3070",0,0,0,0,0,0,NA
"3071",0,0,0,1,0,1,4
"3072",1,0,0,1,1,0,5
"3073",0,0,0,1,0,0,4
"3074",0,0,0,0,1,0,5
"3075",0,0,0,0,0,0,NA
"3076",0,0,0,0,1,0,5
"3077",0,0,0,1,1,0,4
"3078",0,0,1,1,1,0,3
"3079",0,0,1,1,0,0,4
"3080",0,0,0,1,0,0,4
"3081",0,0,1,0,0,0,3
"3082",0,0,0,0,0,0,NA
"3083",0,0,0,0,0,1,6
"3084",0,0,0,0,1,0,5
"3085",0,0,0,1,1,0,4
"3086",0,0,0,0,0,0,4
"3087",0,0,0,1,0,0,4
"3088",0,0,0,0,1,1,5
"3089",0,0,0,0,0,0,NA
"3090",0,0,0,1,1,0,5
"3091",0,0,0,1,1,1,4
"3092",0,0,0,1,0,0,4
"3093",0,0,1,1,1,0,4
"3094",0,0,0,1,1,0,4
"3095",0,0,0,1,0,0,4
