"","num_cpan_modules_handed_over","provided_bug_report_for_perl_interpreter","provided_code_to_fix_bug_perl_interpreter","provided_code_to_add_feature_to_perl_interpreter","provided_bug_report_for_CPAN_module","provided_code_to_fix_bug_CPAN_module","provided_code_to_add_feature_to_CPAN_module"
"2146",1,1,1,1,1,1,1
"2147",1,3,3,1,3,3,1
"2148",1,1,1,1,3,3,1
"2149",1,1,1,1,3,3,3
"2150",1,1,1,1,3,2,2
"2151",1,1,1,1,NA,1,1
"2152",NA,NA,NA,NA,NA,NA,NA
"2153",NA,NA,NA,NA,NA,NA,NA
"2154",1,1,1,1,1,1,1
"2155",1,1,1,1,2,3,3
"2156",NA,NA,NA,NA,NA,NA,NA
"2157",NA,NA,NA,NA,NA,NA,NA
"2158",1,1,1,1,2,2,1
"2159",2,2,1,1,3,3,3
"2160",1,1,1,1,1,1,1
"2161",NA,NA,NA,NA,NA,NA,NA
"2162",NA,NA,NA,NA,NA,NA,NA
"2163",1,1,1,1,1,1,1
"2164",NA,NA,NA,NA,NA,NA,NA
"2165",NA,NA,NA,NA,NA,NA,NA
"2166",1,1,1,1,1,1,1
"2167",1,1,1,1,3,2,1
"2168",1,1,1,1,1,1,1
"2169",2,1,1,1,3,3,3
"2170",1,NA,NA,NA,NA,NA,NA
"2171",1,1,1,1,3,3,3
"2172",1,1,1,1,3,1,1
"2173",1,1,1,1,3,2,2
"2174",1,1,1,1,3,3,3
"2175",2,1,1,1,1,1,1
"2176",1,1,1,1,3,3,3
"2177",1,1,1,1,1,1,1
"2178",1,1,1,1,1,1,1
"2179",1,1,1,1,3,3,3
"2180",1,1,1,1,2,2,1
"2181",1,1,1,1,3,3,1
"2182",NA,NA,NA,NA,NA,NA,NA
"2183",1,1,1,1,3,3,3
"2184",1,1,1,1,2,1,1
"2185",1,1,1,1,2,2,1
"2186",2,3,3,2,4,3,3
"2187",NA,NA,NA,NA,NA,NA,NA
"2188",NA,NA,NA,NA,NA,NA,NA
"2189",NA,NA,NA,NA,NA,NA,NA
"2190",1,1,1,1,1,1,1
"2191",1,1,1,1,1,1,1
"2192",1,1,1,1,1,1,1
"2193",1,2,1,1,2,2,1
"2194",NA,NA,NA,NA,NA,NA,NA
"2195",1,3,2,2,1,1,1
"2196",1,1,1,1,3,1,1
"2197",NA,NA,NA,NA,NA,NA,NA
"2198",NA,NA,NA,NA,NA,NA,NA
"2199",1,1,1,1,1,1,1
"2200",NA,NA,NA,NA,NA,NA,NA
"2201",2,1,1,1,3,3,3
"2202",1,1,1,1,1,1,1
"2203",1,1,1,1,3,1,1
"2204",NA,NA,NA,NA,NA,NA,NA
"2205",2,1,1,1,1,1,1
"2206",2,1,1,1,1,1,1
"2207",1,1,1,1,3,3,1
"2208",1,1,1,1,1,1,1
"2209",1,1,1,1,1,1,1
"2210",1,1,1,1,1,1,1
"2211",1,1,1,1,1,1,1
"2212",1,1,1,1,1,1,1
"2213",1,3,1,1,2,1,1
"2214",NA,NA,NA,NA,NA,NA,NA
"2215",NA,NA,NA,NA,NA,NA,NA
"2216",1,1,1,1,1,1,1
"2217",NA,NA,NA,NA,NA,NA,NA
"2218",1,3,1,1,2,1,1
"2219",1,1,1,1,1,1,1
"2220",2,1,1,1,1,1,1
"2221",1,1,1,1,3,1,1
"2222",1,1,1,1,1,1,1
"2223",1,1,1,1,3,3,3
"2224",1,1,1,1,2,1,1
"2225",1,1,1,1,1,1,1
"2226",1,1,1,1,1,1,1
"2227",1,1,1,1,1,1,1
"2228",1,1,1,1,2,1,1
"2229",1,1,1,1,1,1,1
"2230",2,1,1,1,1,1,1
"2231",1,1,1,1,1,1,1
"2232",1,3,3,3,3,3,3
"2233",1,1,1,1,1,1,1
"2234",NA,NA,NA,NA,NA,NA,NA
"2235",NA,NA,NA,NA,NA,NA,NA
"2236",1,1,1,1,1,1,1
"2237",1,1,1,1,1,1,1
"2238",NA,NA,NA,NA,NA,NA,NA
"2239",1,1,1,1,3,3,2
"2240",1,1,1,1,1,1,1
"2241",1,1,1,1,1,1,1
"2242",1,1,1,1,3,2,1
"2243",1,1,1,1,1,2,2
"2244",1,1,1,1,1,1,1
"2245",NA,NA,NA,NA,NA,NA,NA
"2246",1,1,1,1,1,1,1
"2247",1,1,1,1,3,3,3
"2248",1,1,1,1,3,3,3
"2249",1,2,1,1,1,1,1
"2250",2,2,1,1,3,3,3
"2251",NA,NA,NA,NA,NA,NA,NA
"2252",1,1,1,1,1,1,1
"2253",1,NA,NA,NA,NA,NA,NA
"2254",1,1,1,1,1,1,2
"2255",1,1,1,1,1,1,1
"2256",NA,NA,NA,NA,NA,NA,NA
"2257",1,1,1,1,1,1,1
"2258",NA,NA,NA,NA,NA,NA,NA
"2259",NA,NA,NA,NA,NA,NA,NA
"2260",2,1,1,1,1,1,1
"2261",2,1,1,1,3,3,3
"2262",1,1,1,1,1,1,1
"2263",4,3,3,3,3,3,3
"2264",1,1,1,1,1,1,1
"2265",1,3,1,2,4,4,4
"2266",1,1,NA,1,3,2,2
"2267",1,1,1,1,1,1,1
"2268",NA,NA,NA,NA,NA,NA,NA
"2269",1,1,1,1,2,1,1
"2270",1,NA,NA,NA,NA,NA,NA
"2271",1,1,1,1,1,2,1
"2272",NA,NA,NA,NA,NA,NA,NA
"2273",1,3,3,3,3,3,3
"2274",2,1,1,1,3,2,1
"2275",1,1,1,1,1,1,1
"2276",1,1,1,1,1,1,1
"2277",NA,NA,NA,NA,NA,NA,NA
"2278",1,1,1,1,3,3,1
"2279",1,1,1,1,1,1,1
"2280",1,1,3,1,3,3,3
"2281",1,1,1,1,2,1,1
"2282",1,1,1,1,1,1,1
"2283",1,1,1,1,1,1,1
"2284",1,1,1,1,3,2,1
"2285",1,1,1,1,3,3,3
"2286",1,1,1,1,1,1,1
"2287",1,1,1,1,1,1,1
"2288",1,1,2,1,3,3,1
"2289",1,1,1,1,3,3,3
"2290",2,3,3,3,4,4,4
"2291",1,1,1,1,3,3,2
"2292",1,1,1,1,1,1,1
"2293",NA,NA,NA,NA,NA,NA,NA
"2294",1,1,1,1,1,1,1
"2295",1,1,1,1,1,1,1
"2296",1,2,1,1,4,4,3
"2297",2,3,1,1,4,4,4
"2298",1,1,1,1,3,3,3
"2299",1,1,3,1,2,3,3
"2300",NA,NA,NA,NA,NA,NA,NA
"2301",2,1,1,1,2,NA,1
"2302",1,1,1,1,1,1,1
"2303",1,1,1,1,1,1,1
"2304",1,1,1,1,1,1,1
"2305",1,1,1,NA,3,2,2
"2306",NA,NA,NA,NA,NA,NA,NA
"2307",1,1,1,1,1,1,1
"2308",NA,NA,NA,NA,NA,NA,NA
"2309",NA,NA,NA,NA,NA,NA,NA
"2310",NA,NA,NA,NA,NA,NA,NA
"2311",1,1,1,1,2,2,1
"2312",1,NA,NA,NA,NA,NA,NA
"2313",NA,NA,NA,NA,NA,NA,NA
"2314",1,1,1,1,1,1,1
"2315",2,1,1,1,1,1,1
"2316",1,1,1,1,1,1,1
"2317",1,1,1,1,1,1,1
"2318",1,1,1,1,1,1,1
"2319",1,1,1,1,1,1,1
"2320",1,2,1,1,1,1,1
"2321",1,1,1,1,1,1,1
"2322",1,1,1,1,1,1,1
"2323",1,1,1,1,3,3,1
"2324",1,2,1,1,4,3,3
"2325",1,1,1,1,2,1,1
"2326",1,1,1,1,3,3,2
"2327",1,1,1,1,1,1,1
"2328",1,1,1,1,3,3,3
"2329",1,1,1,1,3,1,1
"2330",1,1,1,1,1,1,1
"2331",1,1,1,1,3,3,1
"2332",2,1,1,1,3,3,3
"2333",1,NA,1,1,1,1,1
"2334",1,1,1,1,1,1,1
"2335",NA,NA,NA,NA,NA,NA,NA
"2336",1,1,1,1,1,1,1
"2337",1,1,1,1,3,3,1
"2338",NA,NA,NA,NA,NA,NA,NA
"2339",1,1,1,1,3,2,1
"2340",1,3,1,1,3,1,1
"2341",3,1,1,1,4,4,4
"2342",NA,NA,NA,NA,NA,NA,NA
"2343",1,1,1,1,1,1,1
"2344",1,1,1,1,1,1,1
"2345",1,2,1,1,1,1,1
"2346",NA,NA,NA,NA,NA,NA,NA
"2347",1,1,1,1,1,1,1
"2348",1,1,1,1,2,2,1
"2349",1,1,1,1,1,1,1
"2350",NA,NA,NA,NA,NA,NA,NA
"2351",1,1,1,1,1,1,1
"2352",NA,NA,NA,NA,NA,NA,NA
"2353",2,1,1,1,3,3,3
"2354",NA,NA,NA,NA,NA,NA,NA
"2355",3,1,1,1,1,1,1
"2356",NA,NA,NA,NA,NA,NA,NA
"2357",1,1,1,1,3,3,2
"2358",1,1,1,1,1,1,1
"2359",2,3,3,3,4,4,3
"2360",1,1,1,3,2,2,1
"2361",1,1,1,1,1,1,1
"2362",1,1,1,1,3,3,2
"2363",NA,NA,NA,NA,NA,NA,NA
"2364",1,1,1,1,3,3,3
"2365",NA,NA,NA,NA,NA,NA,NA
"2366",1,1,1,1,1,1,1
"2367",2,1,1,1,3,3,3
"2368",1,1,2,NA,3,3,3
"2369",1,1,1,1,1,1,1
"2370",1,1,1,1,1,1,1
"2371",1,1,1,1,2,1,1
"2372",NA,NA,NA,NA,NA,NA,NA
"2373",1,1,1,1,1,1,1
"2374",1,1,1,1,1,1,1
"2375",NA,NA,NA,NA,NA,NA,NA
"2376",1,1,1,1,3,2,2
"2377",1,1,1,1,2,1,1
"2378",1,1,1,1,3,3,3
"2379",1,1,1,1,1,1,1
"2380",1,1,1,1,3,1,3
"2381",NA,NA,NA,NA,NA,NA,NA
"2382",1,3,3,1,4,4,3
"2383",NA,NA,NA,NA,NA,NA,NA
"2384",NA,NA,NA,NA,NA,NA,NA
"2385",1,1,1,1,1,1,1
"2386",1,1,1,1,1,1,1
"2387",1,1,1,1,2,1,1
"2388",1,1,1,1,1,1,1
"2389",NA,NA,NA,NA,NA,NA,NA
"2390",1,1,1,1,3,1,1
"2391",2,1,1,1,3,1,2
"2392",1,1,1,1,3,3,3
"2393",1,1,1,1,1,1,1
"2394",NA,NA,NA,NA,NA,NA,NA
"2395",1,1,1,1,3,3,2
"2396",NA,NA,NA,NA,NA,NA,NA
"2397",NA,NA,NA,NA,NA,NA,NA
"2398",1,1,1,1,1,3,3
"2399",NA,NA,NA,NA,NA,NA,NA
"2400",1,1,1,1,3,2,1
"2401",1,1,1,1,1,1,1
"2402",1,1,1,1,1,1,1
"2403",NA,NA,NA,NA,NA,NA,NA
"2404",1,1,1,1,1,1,1
"2405",NA,NA,NA,NA,NA,NA,NA
"2406",NA,NA,NA,NA,NA,NA,NA
"2407",1,1,1,1,3,2,2
"2408",NA,NA,NA,NA,NA,NA,NA
"2409",1,1,1,1,1,1,1
"2410",NA,NA,NA,NA,NA,NA,NA
"2411",1,1,1,1,1,1,1
"2412",NA,NA,NA,NA,NA,NA,NA
"2413",1,1,1,1,1,2,1
"2414",1,NA,NA,NA,NA,NA,NA
"2415",1,1,1,1,2,1,1
"2416",1,1,1,1,3,1,1
"2417",1,1,1,1,1,1,1
"2418",1,1,1,1,1,1,1
"2419",NA,NA,NA,NA,NA,NA,NA
"2420",1,1,1,1,2,1,1
"2421",1,1,1,1,3,1,1
"2422",1,1,1,1,1,1,1
"2423",NA,NA,NA,NA,NA,NA,NA
"2424",1,1,1,1,1,1,1
"2425",1,1,1,1,3,3,3
"2426",NA,NA,NA,NA,NA,NA,NA
"2427",1,1,1,1,1,1,1
"2428",1,1,1,1,4,3,3
"2429",1,1,1,1,1,1,1
"2430",1,1,1,1,1,1,1
"2431",2,1,1,1,3,3,3
"2432",1,1,1,1,1,1,1
"2433",1,1,1,1,1,1,1
"2434",1,1,1,1,1,1,1
"2435",3,3,2,2,2,1,1
"2436",NA,NA,NA,NA,NA,NA,NA
"2437",1,1,1,1,1,1,1
"2438",1,1,1,1,4,3,1
"2439",1,NA,NA,NA,NA,NA,NA
"2440",1,1,1,1,3,1,1
"2441",1,1,1,1,3,3,1
"2442",1,1,1,1,1,1,1
"2443",NA,NA,NA,NA,NA,NA,NA
"2444",1,1,1,1,3,3,3
"2445",1,3,1,1,3,3,3
"2446",1,1,1,1,3,1,1
"2447",1,1,1,1,3,2,2
"2448",1,1,1,1,NA,1,1
"2449",NA,NA,NA,NA,NA,NA,NA
"2450",2,3,3,1,3,3,2
"2451",NA,NA,NA,NA,NA,NA,NA
"2452",1,1,1,1,1,1,1
"2453",1,1,1,1,3,3,1
"2454",1,1,1,1,1,1,1
"2455",1,1,1,1,1,1,1
"2456",2,2,NA,3,1,3,3
"2457",1,1,1,1,1,1,1
"2458",1,1,1,1,2,2,1
"2459",1,2,1,1,2,1,1
"2460",1,1,1,1,2,1,1
"2461",1,1,1,1,1,2,1
"2462",1,1,1,1,3,2,1
"2463",1,1,1,1,3,3,2
"2464",NA,NA,NA,NA,NA,NA,NA
"2465",1,1,1,1,3,3,3
"2466",1,1,1,1,3,3,3
"2467",NA,NA,NA,NA,NA,NA,NA
"2468",NA,NA,NA,NA,NA,NA,NA
"2469",1,1,1,1,3,3,1
"2470",1,1,1,1,1,1,1
"2471",1,1,1,1,1,1,1
"2472",NA,NA,NA,NA,NA,NA,NA
"2473",1,1,1,1,NA,1,1
"2474",NA,NA,NA,NA,NA,NA,NA
"2475",1,1,1,1,1,1,1
"2476",1,1,1,1,3,1,1
"2477",1,1,1,1,1,1,1
"2478",NA,NA,NA,NA,NA,NA,NA
"2479",1,1,1,1,1,1,1
"2480",1,1,1,1,1,1,1
"2481",1,1,1,1,3,2,1
"2482",1,1,1,1,2,1,1
"2483",1,1,1,1,1,1,1
"2484",1,1,1,1,2,1,1
"2485",1,1,1,1,1,1,1
"2486",1,1,1,1,1,1,1
"2487",1,1,1,1,1,1,1
"2488",1,1,NA,1,3,3,3
"2489",1,3,3,1,1,1,1
"2490",NA,NA,NA,NA,NA,NA,NA
"2491",NA,NA,NA,NA,NA,NA,NA
"2492",2,3,2,1,3,3,3
"2493",2,1,1,1,3,3,3
"2494",NA,NA,NA,NA,NA,NA,NA
"2495",1,3,2,1,3,2,2
"2496",1,3,1,1,3,3,1
"2497",1,1,1,1,2,2,1
"2498",NA,NA,NA,NA,NA,NA,NA
"2499",1,1,1,1,3,3,1
"2500",1,1,1,1,3,1,1
"2501",1,1,1,1,3,3,3
"2502",NA,NA,NA,NA,NA,NA,NA
"2503",1,1,1,1,3,3,3
"2504",1,1,1,1,1,1,1
"2505",NA,NA,NA,NA,NA,NA,NA
"2506",1,1,1,1,1,1,1
"2507",1,1,1,1,1,1,1
"2508",NA,NA,NA,NA,NA,NA,NA
"2509",1,1,1,1,1,1,1
"2510",1,1,1,1,1,1,1
"2511",1,1,1,1,1,1,1
"2512",1,1,1,1,1,1,1
"2513",1,1,1,1,1,1,1
"2514",1,1,1,1,1,1,1
"2515",1,1,1,1,1,1,1
"2516",1,2,1,1,3,1,1
"2517",NA,NA,NA,NA,NA,NA,NA
"2518",1,1,1,1,2,2,1
"2519",1,1,1,1,1,1,1
"2520",1,1,1,1,1,1,1
"2521",1,1,1,1,1,1,1
"2522",1,1,1,1,2,1,1
"2523",NA,NA,NA,NA,NA,NA,NA
"2524",1,1,1,1,1,1,1
"2525",1,1,1,1,1,1,1
"2526",1,1,1,1,1,1,1
"2527",NA,NA,NA,NA,NA,NA,NA
"2528",1,1,1,1,1,1,1
"2529",1,1,1,1,2,1,1
"2530",1,1,1,1,1,1,1
"2531",1,1,1,1,1,1,1
"2532",1,1,1,1,1,1,1
"2533",1,1,1,1,3,3,2
"2534",1,1,1,1,3,3,1
"2535",1,1,1,1,3,2,1
"2536",1,NA,NA,NA,NA,NA,NA
"2537",NA,NA,NA,NA,NA,NA,NA
"2538",1,1,1,1,1,1,1
"2539",NA,NA,NA,NA,NA,NA,NA
"2540",1,1,1,1,4,1,1
"2541",1,1,1,1,3,3,1
"2542",1,1,1,1,3,2,1
"2543",1,1,1,1,3,3,1
"2544",1,1,1,1,2,1,3
"2545",NA,NA,NA,NA,NA,NA,NA
"2546",1,1,1,1,1,1,1
"2547",4,NA,NA,NA,NA,NA,NA
"2548",1,1,1,1,3,3,3
"2549",1,1,1,1,3,3,1
"2550",3,1,1,1,3,4,4
"2551",1,1,1,1,3,3,2
"2552",1,1,1,1,1,1,1
"2553",2,1,1,1,4,4,4
"2554",1,1,1,1,1,1,1
"2555",1,1,1,1,3,3,3
"2556",NA,NA,NA,NA,NA,NA,NA
"2557",1,1,1,1,1,1,1
"2558",NA,NA,NA,NA,NA,NA,NA
"2559",1,NA,NA,NA,NA,NA,NA
"2560",1,1,1,1,1,1,1
"2561",1,1,1,1,2,2,2
"2562",1,1,1,1,3,3,3
"2563",1,1,1,1,3,1,1
"2564",1,1,1,1,1,1,1
"2565",1,1,1,1,1,3,3
"2566",1,1,1,3,3,3,3
"2567",1,1,1,1,2,2,1
"2568",1,1,1,1,3,1,1
"2569",1,1,1,1,4,4,4
"2570",1,1,1,1,1,1,1
"2571",1,1,1,1,2,1,1
"2572",NA,NA,NA,NA,NA,NA,NA
"2573",1,1,1,1,1,1,1
"2574",1,1,1,1,3,2,1
"2575",1,1,1,1,3,1,2
"2576",1,1,1,1,1,1,2
"2577",1,1,1,1,2,2,1
"2578",1,1,1,1,1,1,1
"2579",NA,NA,NA,NA,NA,NA,NA
"2580",NA,NA,NA,NA,NA,NA,NA
"2581",1,1,1,1,3,2,1
"2582",NA,NA,NA,NA,NA,NA,NA
"2583",2,2,1,1,3,3,2
"2584",1,1,1,1,3,2,1
"2585",1,1,1,1,3,3,1
"2586",1,1,1,1,2,1,2
"2587",1,1,1,1,1,1,1
"2588",1,1,1,1,3,3,1
"2589",1,1,1,1,1,1,1
"2590",NA,NA,NA,NA,NA,NA,NA
"2591",1,1,1,1,1,1,1
"2592",1,1,1,1,1,1,1
"2593",1,1,1,1,2,2,1
"2594",NA,NA,NA,NA,NA,NA,NA
"2595",1,1,1,1,3,3,3
"2596",NA,NA,NA,NA,NA,NA,NA
"2597",NA,NA,NA,NA,NA,NA,NA
"2598",1,1,1,1,1,1,1
"2599",NA,NA,NA,NA,NA,NA,NA
"2600",1,1,1,1,1,1,1
"2601",NA,NA,NA,NA,NA,NA,NA
"2602",1,1,1,1,1,1,1
"2603",NA,NA,NA,NA,NA,NA,NA
"2604",NA,NA,NA,NA,NA,NA,NA
"2605",NA,NA,NA,NA,NA,NA,NA
"2606",1,1,1,1,3,3,3
"2607",1,1,1,1,1,2,2
"2608",1,1,1,1,3,2,1
"2609",1,1,1,1,3,3,3
"2610",1,1,1,1,3,2,2
"2611",NA,NA,NA,NA,NA,NA,NA
"2612",1,1,1,1,3,3,2
"2613",1,1,1,1,1,1,1
"2614",1,1,1,1,1,1,1
"2615",1,1,1,1,1,1,1
"2616",1,1,1,1,1,1,1
"2617",1,1,1,1,1,1,1
"2618",1,2,1,1,3,2,1
"2619",1,1,1,1,1,1,1
"2620",1,1,1,1,1,1,1
"2621",1,1,1,1,3,1,1
"2622",1,2,1,1,4,4,3
"2623",1,2,1,1,3,3,3
"2624",2,1,1,1,3,2,1
"2625",1,1,1,1,1,1,1
"2626",1,1,1,1,2,2,1
"2627",1,3,1,2,4,4,3
"2628",1,1,1,1,1,1,1
"2629",1,1,1,1,3,3,3
"2630",1,1,1,1,1,1,1
"2631",1,1,1,1,3,3,3
"2632",1,3,1,1,3,3,3
"2633",NA,NA,NA,NA,NA,NA,NA
"2634",1,1,1,1,3,1,1
"2635",2,1,1,1,3,3,2
"2636",1,1,1,1,3,3,1
"2637",1,1,1,1,2,2,1
"2638",NA,NA,NA,NA,NA,NA,NA
"2639",1,1,1,1,1,1,1
"2640",1,NA,NA,NA,NA,NA,NA
"2641",1,2,2,1,4,3,3
"2642",2,1,1,2,3,3,3
"2643",1,1,1,1,3,2,2
"2644",NA,NA,NA,NA,NA,NA,NA
"2645",1,1,1,1,3,3,3
"2646",1,1,1,1,3,1,1
"2647",NA,NA,NA,NA,NA,NA,NA
"2648",1,1,1,1,1,1,1
"2649",1,1,1,1,1,1,1
"2650",1,1,1,1,1,1,1
"2651",1,1,1,1,1,1,1
"2652",1,1,1,1,1,1,1
"2653",NA,NA,NA,NA,NA,NA,NA
"2654",NA,NA,NA,NA,NA,NA,NA
"2655",1,1,1,1,1,1,NA
"2656",1,1,1,1,1,1,1
"2657",NA,NA,NA,NA,NA,NA,NA
"2658",2,1,3,3,4,4,4
"2659",1,1,1,1,1,1,1
"2660",1,1,1,1,1,1,1
"2661",1,2,1,1,1,1,1
"2662",2,3,3,1,4,4,4
"2663",2,NA,NA,NA,NA,NA,NA
"2664",1,2,1,1,3,3,3
"2665",NA,NA,NA,NA,NA,NA,NA
"2666",1,1,1,1,1,1,1
"2667",NA,NA,NA,NA,NA,NA,NA
"2668",1,4,4,4,4,4,NA
"2669",1,1,1,1,3,2,1
"2670",NA,NA,NA,NA,NA,NA,NA
"2671",1,1,1,1,1,1,1
"2672",1,1,1,1,1,2,1
"2673",1,1,1,1,1,1,1
"2674",1,1,1,1,2,2,2
"2675",NA,NA,NA,NA,NA,NA,NA
"2676",NA,NA,NA,NA,NA,NA,NA
"2677",1,1,1,1,1,1,1
"2678",1,1,1,1,3,1,1
"2679",1,1,1,1,1,1,1
"2680",1,1,1,1,1,1,1
"2681",NA,NA,NA,NA,NA,NA,NA
"2682",1,1,1,1,1,1,1
"2683",2,1,1,1,3,3,1
"2684",NA,NA,NA,NA,NA,NA,NA
"2685",1,1,1,1,1,1,1
"2686",NA,NA,NA,NA,NA,NA,NA
"2687",1,1,1,2,1,1,1
"2688",1,1,1,1,1,1,1
"2689",1,2,1,1,1,1,1
"2690",1,1,1,1,1,1,1
"2691",1,1,1,1,1,1,1
"2692",NA,NA,NA,NA,NA,NA,NA
"2693",1,1,1,1,1,1,1
"2694",1,1,1,1,1,1,1
"2695",1,1,1,1,3,3,3
"2696",1,1,1,1,1,1,1
"2697",1,1,1,1,3,2,1
"2698",1,1,1,1,3,2,1
"2699",1,1,1,1,3,3,3
"2700",1,1,1,1,2,1,1
"2701",1,1,1,1,1,1,2
"2702",2,2,2,2,4,4,4
"2703",1,1,1,1,2,2,2
"2704",1,1,1,1,2,2,2
"2705",1,1,1,1,3,1,1
"2706",1,NA,NA,NA,NA,NA,NA
"2707",1,1,1,1,3,1,1
"2708",NA,NA,NA,NA,NA,NA,NA
"2709",1,2,3,2,1,3,3
"2710",1,1,1,1,1,1,1
"2711",1,1,1,NA,3,3,3
"2712",1,1,1,1,1,1,1
"2713",NA,NA,NA,NA,NA,NA,NA
"2714",1,1,1,1,2,2,1
"2715",1,1,1,1,1,1,1
"2716",2,3,2,2,4,3,3
"2717",1,1,1,1,1,1,2
"2718",NA,NA,NA,NA,NA,NA,NA
"2719",1,1,1,1,1,1,1
"2720",1,2,2,2,3,3,1
"2721",NA,NA,NA,NA,NA,NA,NA
"2722",1,2,1,1,3,2,1
"2723",1,1,1,1,2,1,1
"2724",1,1,NA,1,3,3,1
"2725",NA,NA,NA,NA,NA,NA,NA
"2726",2,1,1,1,1,1,1
"2727",1,1,1,1,1,1,1
"2728",1,1,1,1,3,2,1
"2729",1,1,1,1,2,1,1
"2730",1,1,1,1,3,1,1
"2731",1,3,1,1,1,1,1
"2732",1,1,1,1,1,1,3
"2733",NA,NA,NA,NA,NA,NA,NA
"2734",1,1,1,1,1,1,1
"2735",1,2,1,1,3,2,1
"2736",1,1,1,1,2,1,1
"2737",1,2,1,1,3,3,3
"2738",1,2,1,1,3,3,2
"2739",2,1,1,1,2,2,2
"2740",1,1,1,1,1,1,1
"2741",NA,NA,NA,NA,NA,NA,NA
"2742",NA,NA,NA,NA,NA,NA,NA
"2743",1,1,1,1,3,3,3
"2744",NA,NA,NA,NA,NA,NA,NA
"2745",2,2,1,1,4,3,3
"2746",2,1,1,1,3,2,1
"2747",1,2,2,NA,3,3,2
"2748",1,2,1,1,1,1,1
"2749",NA,NA,NA,NA,NA,NA,NA
"2750",3,1,1,1,1,1,1
"2751",1,1,1,1,3,2,1
"2752",NA,NA,NA,NA,NA,NA,NA
"2753",NA,NA,NA,NA,NA,NA,NA
"2754",1,1,1,1,1,1,1
"2755",1,1,1,1,1,1,1
"2756",1,1,1,1,3,3,1
"2757",NA,NA,NA,NA,NA,NA,NA
"2758",1,3,1,1,4,4,1
"2759",2,2,1,1,3,3,3
"2760",1,1,1,1,1,1,1
"2761",2,1,1,NA,4,3,3
"2762",NA,NA,NA,NA,NA,NA,NA
"2763",2,2,1,1,3,3,3
"2764",NA,NA,NA,NA,NA,NA,NA
"2765",1,1,1,1,1,1,1
"2766",NA,NA,NA,NA,NA,NA,NA
"2767",NA,NA,NA,NA,NA,NA,NA
"2768",1,3,1,1,3,3,3
"2769",NA,NA,NA,NA,NA,NA,NA
"2770",1,1,1,1,3,3,2
"2771",1,3,1,1,4,4,3
"2772",1,1,1,1,1,1,1
"2773",NA,NA,NA,NA,NA,NA,NA
"2774",NA,NA,NA,NA,NA,NA,NA
"2775",1,1,1,1,3,1,1
"2776",1,1,1,1,1,1,1
"2777",2,3,4,3,4,4,4
"2778",1,1,1,1,3,1,1
"2779",1,1,1,1,2,1,1
"2780",1,1,1,1,3,3,3
"2781",NA,NA,NA,NA,NA,NA,NA
"2782",1,1,1,1,1,1,2
"2783",1,1,1,1,3,3,3
"2784",1,1,1,1,3,2,1
"2785",1,1,1,1,3,3,3
"2786",NA,NA,NA,NA,NA,NA,NA
"2787",1,1,1,1,3,3,1
"2788",1,1,1,1,1,1,1
"2789",1,1,1,1,1,1,1
"2790",1,1,1,1,1,1,1
"2791",1,2,1,1,3,2,2
"2792",1,1,1,1,1,1,1
"2793",2,1,1,1,3,3,2
"2794",1,1,1,1,3,3,1
"2795",NA,NA,NA,NA,NA,NA,NA
"2796",1,1,1,1,3,2,1
"2797",1,1,1,1,1,1,1
"2798",1,2,1,1,3,4,4
"2799",1,1,1,1,1,1,1
"2800",1,1,1,1,1,1,1
"2801",NA,NA,NA,NA,NA,NA,NA
"2802",4,1,1,1,1,1,1
"2803",1,1,1,1,3,1,1
"2804",1,1,1,1,1,1,1
"2805",NA,NA,NA,NA,NA,NA,NA
"2806",1,2,1,1,4,3,3
"2807",1,1,1,1,3,3,3
"2808",1,1,1,1,1,1,1
"2809",1,1,1,1,1,1,1
"2810",1,1,1,1,1,1,1
"2811",1,1,1,1,1,1,1
"2812",1,1,1,1,1,1,1
"2813",1,1,1,1,3,3,1
"2814",NA,NA,NA,NA,NA,NA,NA
"2815",NA,NA,NA,NA,NA,NA,NA
"2816",NA,NA,NA,NA,NA,NA,NA
"2817",1,1,1,1,3,3,3
"2818",1,1,1,1,1,1,1
"2819",1,1,1,1,1,1,2
"2820",1,1,1,1,2,2,1
"2821",NA,NA,NA,NA,NA,NA,NA
"2822",1,1,1,1,1,1,1
"2823",NA,NA,NA,NA,NA,NA,NA
"2824",1,1,1,1,3,3,3
"2825",NA,NA,NA,NA,NA,NA,NA
"2826",1,1,1,1,1,1,1
"2827",1,1,1,1,3,3,3
"2828",1,1,1,1,3,3,3
"2829",1,1,1,1,3,3,3
"2830",NA,NA,NA,NA,NA,NA,NA
"2831",NA,NA,NA,NA,NA,NA,NA
"2832",NA,NA,NA,NA,NA,NA,NA
"2833",1,NA,NA,NA,NA,NA,NA
"2834",NA,NA,NA,NA,NA,NA,NA
"2835",1,1,1,1,3,1,1
"2836",4,1,1,1,1,1,1
"2837",1,1,1,1,1,1,1
"2838",NA,NA,NA,NA,NA,NA,NA
"2839",NA,NA,NA,NA,NA,NA,NA
"2840",1,1,1,1,3,3,1
"2841",1,1,1,1,1,1,1
"2842",1,1,1,1,3,3,3
"2843",1,3,1,1,3,2,2
"2844",1,2,1,1,3,3,3
"2845",1,3,3,1,3,3,1
"2846",1,1,1,1,1,1,1
"2847",1,1,1,1,1,1,1
"2848",1,1,1,1,1,1,1
